state_long,state_short,mil_base_name,operational_status,component,lat,long,country
Alabama,AL,Fort McClellan ARNG Training Center,Active,Army Guard,33.73163673,-85.78988627,United States
Alabama,AL,NOLF Summerdale,Active,Navy Active,30.50803324,-87.64718979,United States
Alabama,AL,Redstone Arsenal,Active,Army Active,34.63316416,-86.65721864,United States
Alabama,AL,Barin Field,Active,Navy Active,30.39107273,-87.63131432,United States
Alabama,AL,Toth Stagefield,Active,Army Active,31.22846947,-85.55865814,United States
Alabama,AL,Anniston Army Depot,Active,Army Active,33.65285727,-85.96953096,United States
Alabama,AL,Pelham Range Training Site - Fort McClellan,Active,Army Guard,33.7179613,-85.95026537,United States
Alabama,AL,Birmingham Airport,Active,AF Guard,33.57000551,-86.754395,United States
Alabama,AL,Maxwell AFB,Active,AF Active,32.38300004,-86.35626602,United States
Alabama,AL,Goldberg Stagefield,Active,Army Active,31.41508395,-85.46333136,United States
Alabama,AL,Maxwell AFB Gunter Annex,Active,AF Active,32.40700162,-86.24626002,United States
Alabama,AL,Fort Benning,Active,Army Active,32.28403913,-84.95484078,United States
Alabama,AL,Cairns Basefield,Active,Army Active,31.27809466,-85.71505954,United States
Alabama,AL,NOLF Silverhill,Active,Navy Active,30.56194986,-87.80933286,United States
Alabama,AL,Skelly Stagefield,Active,Army Active,31.28491025,-86.12981333,United States
Alabama,AL,Highbluff Stagefield,Active,Army Active,31.15064146,-85.73756442,United States
Alabama,AL,Montgomery Regional Airport ANGB,Active,AF Guard,32.30470933,-86.40143384,United States
Alabama,AL,NOLF Brewton,Active,Navy Active,31.04851856,-87.06450949,United States
Alabama,AL,Shell Basefield,Active,Army Active,31.36265069,-85.84906728,United States
Alabama,AL,NOLF Evergreen,Active,Navy Active,31.41565861,-87.04393463,United States
Alabama,AL,Fort Rucker,Active,Army Active,31.40271561,-85.74758366,United States
Alabama,AL,Allen Stagefield,Active,Army Active,31.23097615,-85.65068053,United States
Alabama,AL,Stinson Stagefield,Active,Army Active,31.35944491,-86.01365605,United States
Alabama,AL,Brown Stagefield,Active,Army Active,31.38630189,-85.9721309,United States
Alabama,AL,Hunt Stagefield,Active,Army Active,31.37963679,-85.58023518,United States
Alabama,AL,NOLF Wolf,Active,Navy Active,30.34467945,-87.54076526,United States
Alaska,AK,Fort Wainwright,Active,Army Active,64.55281595,-147.7109289,United States
Alaska,AK,Elmendorf AFB,Active,AF Active,61.26979961,-149.8111876,United States
Alaska,AK,Haarp Research Station,Active,AF Active,62.40835686,-145.1550048,United States
Alaska,AK,Yukon Weapons Range,Active,AF Active,64.76838384,-146.8894883,United States
Alaska,AK,Eareckson AS,Active,AF Active,52.72103691,174.1071401,United States
Alaska,AK,NG Alcantra Armory Complex,Active,Army Guard,61.60316773,-149.3745643,United States
Alaska,AK,Chena River Research Site,Active,AF Active,64.82827398,-146.969859,United States
Alaska,AK,Kalakaket Creek Radio Relay Site,Inactive,AF Active,64.41584378,-156.8218378,United States
Alaska,AK,Clear AB,Active,AF Active,64.28843843,-149.1915673,United States
Alaska,AK,Fort Greely,Active,Army Active,63.97276157,-145.7170387,United States
Alaska,AK,Fort Richardson,Active,AF Active,61.26567424,-149.6411068,United States
Alaska,AK,Nikolski Radio Relay Site,Inactive,AF Active,52.97058751,-168.8479864,United States
Alaska,AK,NG Bethel Arm OMS,Inactive,Army Guard,60.79553303,-161.7674653,United States
Alaska,AK,Eielson AFB,Active,AF Active,64.67409109,-147.0602874,United States
Alaska,AK,King Salmon Airport,Active,AF Active,58.68591077,-156.6472827,United States
Alaska,AK,Birch Lake Recreation Annex,Active,AF Active,64.31753777,-146.6469809,United States
Alaska,AK,North River Radio Relay Site,Inactive,AF Active,0,0,United States
Arizona,AZ,MCAS Yuma,Active,MC Active,32.64539667,-114.6022408,United States
Arizona,AZ,Yuma Proving Ground,Active,Army Active,33.07681517,-114.1941243,United States
Arizona,AZ,NAVOBSSTA Flagstaff,Active,Navy Active,35.18758396,-111.7415955,United States
Arizona,AZ,Camp Navajo,Active,Army Guard,35.19489721,-111.8506038,United States
Arizona,AZ,The Barry M Goldwater Air Force Range,Active,AF Active,32.64061507,-113.0558683,United States
Arizona,AZ,Gila Bend Air Force Auxiliary Field,Active,AF Active,32.89015453,-112.7281844,United States
Arizona,AZ,NG Florence Military Reservation,Active,Army Guard,33.13578125,-111.3302059,United States
Arizona,AZ,NG Silver Bell Army Heliport,Active,Army Guard,32.52289393,-111.3334848,United States
Arizona,AZ,Luke Air Force Auxiliary Field  1,Active,AF Active,33.71597428,-112.5279234,United States
Arizona,AZ,Davis-Monthan AFB,Active,AF Active,32.16060812,-110.8487149,United States
Arizona,AZ,NG Buckeye,Active,Army Guard,33.46455628,-112.6017718,United States
Arizona,AZ,Luke AFB,Active,AF Active,33.53628345,-112.3734957,United States
Arizona,AZ,Barry Goldwater Range,Active,MC Active,32.49824152,-114.0832589,United States
Arizona,AZ,Fort Huachuca,Active,Army Active,31.56947231,-110.3293164,United States
Arizona,AZ,Sky Harbor IAP,Active,AF Guard,33.42582584,-112.0116644,United States
Arizona,AZ,NG Picacho Aviation TS,Active,Army Guard,32.66276442,-111.4882331,United States
Arizona,AZ,NG Papago Military Reservation,Active,Army Guard,33.46744211,-111.9621388,United States
Arizona,AZ,Tucson IAP,Active,AF Guard,32.13141148,-110.949255,United States
Arkansas,AR,Pine Bluff Arsenal,Active,Army Active,34.32570643,-92.086517,United States
Arkansas,AR,Camp Joseph T Robinson,Active,Army Guard,34.90003625,-92.30680194,United States
Arkansas,AR,Little Rock AFB,Active,AF Active,34.90399989,-92.13847409,United States
California,CA,NB San Diego,Active,Navy Active,32.67570266,-117.1230089,United States
California,CA,Military Ocean Terminal Concord,Active,Army Active,38.05317949,-122.0182605,United States
California,CA,Point Arena AFS,Inactive,AF Active,38.89184047,-123.5465741,United States
California,CA,Amphib Base Crndo West,Active,Navy Active,32.65728698,-117.1568999,United States
California,CA,NTC and Fort Irwin,Active,Army Active,35.37432007,-116.6332997,United States
California,CA,Amphib Base Crndo East,Active,Navy Active,32.66788716,-117.1570601,United States
California,CA,Fresno Yosemite International (ANG),Active,AF Guard,36.76652651,-119.7104142,United States
California,CA,NB Coronado Silver Strand,Active,Navy Active,32.59696754,-117.1281709,United States
California,CA,Naval Medical Center San Diego,Active,Navy Active,32.7262736,-117.145002,United States
California,CA,Twentynine Palms Main Base,Active,MC Active,34.45804652,-116.1386927,United States
California,CA,NAWS China Lake,Active,Navy Active,35.93426623,-117.6439024,United States
California,CA,NAVBASE Ventura City Point Mugu,Active,Navy Active,34.11232679,-119.1100144,United States
California,CA,NB San Diego Mission Gorge,Active,Navy Active,32.80481906,-117.093958,United States
California,CA,NAVSUPPDET Monterey Dixon Transmitter Fac,Active,Navy Active,38.37296917,-121.7770538,United States
California,CA,Tulelake Radar Site,Inactive,AF Active,41.70401108,-121.1712333,United States
California,CA,MWTC Bridgeport,Active,MC Active,38.37445327,-119.5422775,United States
California,CA,March AFB,Inactive,AF Active,33.88984434,-117.2864085,United States
California,CA,NAVSUPPDET Monterey,Active,Navy Active,36.59734529,-121.8733968,United States
California,CA,Riverbank AAP,Inactive,Army Active,37.72122753,-120.919493,United States
California,CA,NB San Diego Broadway Complex,Active,Navy Active,32.71360408,-117.1720257,United States
California,CA,Port Hueneme,Active,Navy Active,34.16289078,-119.2084179,United States
California,CA,ITC Camp San Luis Obisbo,Active,Army Guard,35.3391521,-120.703075,United States
California,CA,Defense Distribution Region West Tracy,Active,Army Active,37.71587271,-121.3923475,United States
California,CA,Holtville Carrier LS,Active,Navy Active,32.83263294,-115.1507711,United States
California,CA,Warner Springs RTS,Active,Navy Active,33.34016178,-116.6813849,United States
California,CA,NB San Diego National City,Active,Navy Active,32.67209209,-117.1132705,United States
California,CA,NB Coronado Camp Michael Monsoor,Active,Navy Active,32.67143854,-116.4387741,United States
California,CA,MTC-H Camp Roberts,Active,Army Guard,35.78159534,-120.7800406,United States
California,CA,Beale AFB,Active,AF Active,39.12104313,-121.3954145,United States
California,CA,NB Point Loma Old Town,Active,Navy Active,32.74867434,-117.1970089,United States
California,CA,NB Point Loma SPAWARS South,Active,Navy Active,32.66777749,-117.2405174,United States
California,CA,Mather AFB,Inactive,AF Active,38.55034686,-121.2785667,United States
California,CA,MCRD San Diego Former NTC,Active,MC Active,32.72935005,-117.2209928,United States
California,CA,Vandenberg AFB,Active,AF Active,34.71356843,-120.5581332,United States
California,CA,Edwards AFB,Active,AF Active,34.89061159,-117.8485709,United States
California,CA,NG TS MD Los Alamitos,Active,Army Guard,33.79121129,-118.0522268,United States
California,CA,Pillar Point AFS,Active,AF Active,37.49909248,-122.4977806,United States
California,CA,MCAS Miramar,Active,MC Active,32.87688579,-117.0859448,United States
California,CA,Defense Distribution Region West Sharpe Site,Active,Army Active,37.84053366,-121.2689899,United States
California,CA,Norwalk,Active,AF Reserve,33.89318013,-118.0701589,United States
California,CA,NAF El Centro,Active,Navy Active,32.82541396,-115.6681584,United States
California,CA,NAWS China LakeRandsburg Wash Area,Active,Navy Active,35.52370405,-117.1269749,United States
California,CA,San Nicolas Island,Active,Navy Active,33.24796094,-119.506113,United States
California,CA,Lincoln Communication Annex,Active,AF Active,38.87459095,-121.3943504,United States
California,CA,Davis Communications Annex Site   1,Inactive,AF Active,38.49474008,-121.6816929,United States
California,CA,George AFB,Inactive,AF Active,34.58521559,-117.3732495,United States
California,CA,Det Concord (BRAC),Inactive,Navy Active,37.99186729,-121.9834661,United States
California,CA,Los Angeles AFB,Active,AF Active,33.91892544,-118.3811014,United States
California,CA,NWS Seal Beach Fallbrook California,Active,Navy Active,33.35883975,-117.2831496,United States
California,CA,NAS Lemoore,Active,Navy Active,36.31969639,-119.9334087,United States
California,CA,San Clemente,Active,Navy Active,32.90015201,-118.4852338,United States
California,CA,Los Angeles Air Force Annex No.4,Active,AF Active,33.71963599,-118.2960713,United States
California,CA,NAVPMOSSP Mtn View,Active,Navy Active,37.41291456,-122.0283987,United States
California,CA,Norco,Active,Navy Active,33.92376767,-117.5694629,United States
California,CA,Sewage Evaporation Pon,Active,Navy Active,36.24376998,-119.8835417,United States
California,CA,MCLB Barstow Yermo Area,Active,MC Active,34.89056709,-116.8702359,United States
California,CA,McClellan AFB,Inactive,AF Active,38.66284042,-121.403206,United States
California,CA,Chocolate Mountain Air Gnry Range,Active,MC Active,33.31141699,-115.3091554,United States
California,CA,NB Point Loma Fuel Farm,Active,Navy Active,32.70175468,-117.2425587,United States
California,CA,MCRD San Diego,Active,MC Active,32.74016895,-117.1976857,United States
California,CA,MCB Camp Pendleton,Active,MC Active,33.36176312,-117.4235736,United States
California,CA,San Pedro Fuel Depot,Active,Navy Active,33.77305325,-118.3010273,United States
California,CA,NAVMINEASWCOM,Active,Navy Active,32.7246963,-117.2184319,United States
California,CA,NAF El Centro Target 101,Active,Navy Active,32.94863378,-115.7490241,United States
California,CA,Santa Cruz Island,Active,Navy Active,34.01374999,-119.7456239,United States
California,CA,Long Beach Fuel Complex,Active,Navy Active,33.74202221,-118.2334074,United States
California,CA,March ARB,Active,AF Reserve,33.88849301,-117.258618,United States
California,CA,Sierra Army Depot,Active,Army Active,40.22608649,-120.1298376,United States
California,CA,NWS Seal Beach,Active,Navy Active,33.75047955,-118.0641576,United States
California,CA,NAVSUPPDET Monterey Navy School Annex,Active,Navy Active,36.59161096,-121.8607937,United States
California,CA,Laguna Peak,Active,Navy Active,34.10983015,-119.069918,United States
California,CA,NB Coronado Camp Morena,Active,Navy Active,32.71166347,-116.5185549,United States
California,CA,NB Coronado,Active,Navy Active,32.700019,-117.2070889,United States
California,CA,NB San Diego Dryside,Active,Navy Active,32.68487932,-117.1194681,United States
California,CA,Presidio Of Monterey,Active,Army Active,36.60325429,-121.9121016,United States
California,CA,MCLB Barstow,Active,MC Active,34.85953615,-116.9445189,United States
California,CA,Travis AFB,Active,AF Active,38.26729248,-121.9417629,United States
California,CA,NB Point Loma,Active,Navy Active,0,0,United States
California,CA,Fort Hunter Liggett,Active,Army Reserve,35.95558976,-121.2539529,United States
California,CA,Channel Islands ANGS,Active,AF Guard,34.13879615,-119.1111036,United States
California,CA,NB Coronado Imperial Beach,Active,Navy Active,32.56240313,-117.1120098,United States
Colorado,CO,Buckley AFB,Active,AF Active,39.70668197,-104.7577346,United States
Colorado,CO,USAF Academy,Active,AF Active,38.99849954,-104.8700766,United States
Colorado,CO,Schriever AFB,Active,AF Active,38.80242234,-104.5161745,United States
Colorado,CO,The Farish Memorial Recreational Annex,Active,AF Active,38.99915968,-104.9996443,United States
Colorado,CO,Cheyenne Mountain AFS,Active,AF Active,38.74086621,-104.8432966,United States
Colorado,CO,Peterson AFB,Active,AF Active,38.61722534,-104.8077438,United States
Colorado,CO,USAF Academy Auxiliary Airfield,Active,AF Active,38.76029491,-104.301352,United States
Colorado,CO,Pueblo Chemical Depot,Active,Army Active,38.31245177,-104.3296519,United States
Colorado,CO,Fort Carson,Active,Army Active,38.47304122,-104.8529968,United States
Connecticut,CT,Bradley IAP,Active,AF Guard,41.9349917,-72.70125709,United States
Connecticut,CT,Stones Ranch Military Reservation,Active,Army Guard,41.36512762,-72.27199701,United States
Connecticut,CT,NG Camp Hartell,Active,Army Guard,41.94213152,-72.66588893,United States
Connecticut,CT,NAVSUBASE New London,Active,Navy Active,41.39955175,-72.08615019,United States
Connecticut,CT,NG Camp Rell,Active,Army Guard,41.33138361,-72.18791728,United States
Delaware,DE,New Castle County Airport,Active,AF Guard,39.67977349,-75.60472222,United States
Delaware,DE,Dover AFB,Active,AF Active,39.12537064,-75.46783924,United States
Delaware,DE,NG River Road Training Site,Active,Army Guard,39.63347368,-75.60711635,United States
Delaware,DE,NG Bethany Beach TS,Active,Army Guard,38.54757433,-75.06330128,United States
District Of Columbia,DC,Naval Research Lab,Active,Navy Active,38.82404161,-77.02335296,United States
District Of Columbia,DC,JBAB Anacostia Bolling,Active,Navy Active,38.84018952,-77.01675364,United States
District Of Columbia,DC,Naval Observatory,Active,Navy Active,38.92141868,-77.06703258,United States
District Of Columbia,DC,NSA Washington,Active,Navy Active,38.87405863,-76.99509632,United States
District Of Columbia,DC,Fort Lesley J McNair,Active,Army Active,38.86717646,-77.01647888,United States
District Of Columbia,DC,Walter Reed AMC Main Post,Active,Army Active,38.97498637,-77.03112391,United States
Florida,FL,Homestead ARB,Active,AF Reserve,25.49442825,-80.39149824,United States
Florida,FL,NSA Orlando,Active,Navy Active,28.58416242,-81.19675949,United States
Florida,FL,Patrick AFB,Active,AF Active,28.23387262,-80.60800732,United States
Florida,FL,NOLF Spencer,Active,Navy Active,30.62531082,-87.1398228,United States
Florida,FL,Naval Hospital Key West,Active,Navy Active,24.56888227,-81.75080141,United States
Florida,FL,Arbuckle Airfield,Active,AF Active,27.65016852,-81.34373371,United States
Florida,FL,NOLF Holley,Active,Navy Active,30.42500665,-86.89285392,United States
Florida,FL,FLC Fuel Depot Heckscher,Active,Navy Active,30.40097853,-81.62968261,United States
Florida,FL,Eglin AFB,Active,AF Active,0,0,United States
Florida,FL,Cape San Blas Tracking Annex D-3,Active,AF Active,29.67567753,-85.34710044,United States
Florida,FL,NSA Panama City,Active,Navy Active,30.17268449,-85.75215328,United States
Florida,FL,Whiting Pines,Active,Navy Active,30.62594394,-87.06086064,United States
Florida,FL,Eglin AFB Auxiliary Field  3,Active,AF Active,30.64907056,-86.52769121,United States
Florida,FL,Jacksonville IAP,Active,AF Guard,30.48639231,-81.70544028,United States
Florida,FL,NS Mayport,Active,Navy Active,30.38231567,-81.42314038,United States
Florida,FL,Hurlburt Field,Active,AF Active,30.42919698,-86.69871211,United States
Florida,FL,Kennedy Space Center Communications,Active,AF Active,28.56838437,-80.59590942,United States
Florida,FL,NAS Key West Truman Annex,Active,Navy Active,24.54721834,-81.80484573,United States
Florida,FL,NAS Key West Dredgers Key-Sigsbee,Active,Navy Active,24.57856308,-81.77359351,United States
Florida,FL,NAS Key West Fleming Key Magazine,Active,Navy Active,24.5789931,-81.79675339,United States
Florida,FL,4th MARDIV Jacksonville Maint,Active,MC Reserve,30.40530128,-81.62167354,United States
Florida,FL,NOLF Choctaw,Active,Navy Active,30.50639759,-86.9567041,United States
