State,ST,City ST,Lat,Lng,City
Pennsylvania,PA,Chapman PA,40.7585,-75.4013,Chapman
Pennsylvania,PA,Charleroi PA,40.1384,-79.9002,Charleroi
Pennsylvania,PA,Chase PA,41.2801,-75.9649,Chase
Pennsylvania,PA,Chatham PA,39.8534,-75.8216,Chatham
Pennsylvania,PA,Chatwood PA,39.9665,-75.5894,Chatwood
Pennsylvania,PA,Cherry Tree PA,40.7253,-78.8085,Cherry Tree
Pennsylvania,PA,Cherry Valley PA,41.1594,-79.8012,Cherry Valley
Pennsylvania,PA,Cherryville PA,40.7549,-75.5309,Cherryville
Pennsylvania,PA,Chest Springs PA,40.5782,-78.6102,Chest Springs
Pennsylvania,PA,Chester PA,39.8456,-75.3718,Chester
Pennsylvania,PA,Chester Heights PA,39.8926,-75.4698,Chester Heights
Pennsylvania,PA,Chester Hill PA,40.8902,-78.2293,Chester Hill
Pennsylvania,PA,Chester Springs PA,40.0951,-75.6169,Chester Springs
Pennsylvania,PA,Chesterbrook PA,40.0736,-75.4582,Chesterbrook
Pennsylvania,PA,Cheswick PA,40.5428,-79.8013,Cheswick
Pennsylvania,PA,Chevy Chase Heights PA,40.6404,-79.1456,Chevy Chase Heights
Pennsylvania,PA,Chewton PA,40.8947,-80.3208,Chewton
Pennsylvania,PA,Cheyney PA,39.9284,-75.5227,Cheyney
Pennsylvania,PA,Chicora PA,40.9505,-79.74,Chicora
Pennsylvania,PA,Chinchilla PA,41.4846,-75.666,Chinchilla
Pennsylvania,PA,Christiana PA,39.9545,-75.997,Christiana
Pennsylvania,PA,Christy Manor PA,40.7384,-79.5287,Christy Manor
Pennsylvania,PA,Church Hill PA,40.6926,-77.5949,Church Hill
Pennsylvania,PA,Churchill PA,40.4389,-79.8417,Churchill
Pennsylvania,PA,Churchtown PA,40.135,-75.9593,Churchtown
Pennsylvania,PA,Churchville PA,40.1994,-74.9986,Churchville
Pennsylvania,PA,Clairton PA,40.2976,-79.8854,Clairton
Pennsylvania,PA,Clarence PA,41.0484,-77.946,Clarence
Pennsylvania,PA,Clarendon PA,41.7806,-79.0941,Clarendon
Pennsylvania,PA,Claridge PA,40.3656,-79.6223,Claridge
Pennsylvania,PA,Clarion PA,41.2106,-79.3803,Clarion
Pennsylvania,PA,Clark PA,41.2831,-80.4088,Clark
Pennsylvania,PA,Clarks Green PA,41.5009,-75.6952,Clarks Green
Pennsylvania,PA,Clarks Summit PA,41.4902,-75.7065,Clarks Summit
Pennsylvania,PA,Clarksville PA,39.9744,-80.044,Clarksville
Pennsylvania,PA,Clay PA,40.2186,-76.2399,Clay
Pennsylvania,PA,Claysburg PA,40.2896,-78.4482,Claysburg
Pennsylvania,PA,Claysville PA,40.1199,-80.4131,Claysville
Pennsylvania,PA,Clearfield PA,41.0216,-78.439,Clearfield
Pennsylvania,PA,Cleona PA,40.3385,-76.477,Cleona
Pennsylvania,PA,Clifton Heights PA,39.9301,-75.2958,Clifton Heights
Pennsylvania,PA,Clinton PA,40.4926,-80.296,Clinton
Pennsylvania,PA,Clintonville PA,41.2016,-79.8748,Clintonville
Pennsylvania,PA,Clymer PA,40.6686,-79.0133,Clymer
Pennsylvania,PA,Coal Center PA,40.07,-79.901,Coal Center
Pennsylvania,PA,Coaldale PA,40.8197,-75.9161,Coaldale
Pennsylvania,PA,Coalmont PA,40.2112,-78.2,Coalmont
Pennsylvania,PA,Coalport PA,40.7476,-78.532,Coalport
Pennsylvania,PA,Coatesville PA,39.985,-75.8199,Coatesville
Pennsylvania,PA,Coburn PA,40.8657,-77.4634,Coburn
Pennsylvania,PA,Cochranton PA,41.5192,-80.047,Cochranton
Pennsylvania,PA,Cochranville PA,39.8905,-75.9241,Cochranville
Pennsylvania,PA,Cokeburg PA,40.1001,-80.0656,Cokeburg
Pennsylvania,PA,Collegeville PA,40.1873,-75.4581,Collegeville
Pennsylvania,PA,Collingdale PA,39.9151,-75.2776,Collingdale
Pennsylvania,PA,Collinsburg PA,40.2196,-79.7846,Collinsburg
Pennsylvania,PA,Colonial Park PA,40.2997,-76.8068,Colonial Park
Pennsylvania,PA,Colony Park PA,40.3465,-75.9827,Colony Park
Pennsylvania,PA,Columbia PA,40.0347,-76.4943,Columbia
Pennsylvania,PA,Columbus PA,41.9478,-79.5835,Columbus
Pennsylvania,PA,Colver PA,40.5426,-78.7891,Colver
Pennsylvania,PA,Colwyn PA,39.9119,-75.253,Colwyn
Pennsylvania,PA,Commodore PA,40.7154,-78.939,Commodore
Pennsylvania,PA,Conashaugh Lakes PA,41.304,-74.9937,Conashaugh Lakes
Pennsylvania,PA,Concord PA,40.2518,-77.7003,Concord
Pennsylvania,PA,Concordville PA,39.8851,-75.5202,Concordville
Pennsylvania,PA,Conemaugh PA,40.3267,-78.9081,Conemaugh
Pennsylvania,PA,Conestoga PA,39.945,-76.3368,Conestoga
Pennsylvania,PA,Confluence PA,39.8094,-79.3552,Confluence
Pennsylvania,PA,Congruity PA,40.3984,-79.5037,Congruity
Pennsylvania,PA,Conneaut Lake PA,41.6023,-80.3094,Conneaut Lake
Pennsylvania,PA,Conneautville PA,41.7572,-80.3685,Conneautville
Pennsylvania,PA,Connellsville PA,40.0158,-79.5899,Connellsville
Pennsylvania,PA,Connoquenessing PA,40.8174,-80.0151,Connoquenessing
Pennsylvania,PA,Conshohocken PA,40.0772,-75.3035,Conshohocken
Pennsylvania,PA,Conway PA,40.6674,-80.2411,Conway
Pennsylvania,PA,Conyngham PA,40.9911,-76.0595,Conyngham
Pennsylvania,PA,Coopersburg PA,40.5102,-75.3915,Coopersburg
Pennsylvania,PA,Cooperstown PA,41.4998,-79.8736,Cooperstown
Pennsylvania,PA,Coplay PA,40.671,-75.4961,Coplay
Pennsylvania,PA,Coral PA,40.5021,-79.1746,Coral
Pennsylvania,PA,Coraopolis PA,40.5148,-80.1627,Coraopolis
Pennsylvania,PA,Cornwall PA,40.2659,-76.4077,Cornwall
Pennsylvania,PA,Cornwells Heights PA,40.0771,-74.9516,Cornwells Heights
Pennsylvania,PA,Corry PA,41.9259,-79.6358,Corry
Pennsylvania,PA,Corsica PA,41.1817,-79.2027,Corsica
Pennsylvania,PA,Coryville PA,41.8826,-78.3984,Coryville
Pennsylvania,PA,Coudersport PA,41.7758,-78.016,Coudersport
Pennsylvania,PA,Courtdale PA,41.2848,-75.9142,Courtdale
Pennsylvania,PA,Courtney PA,40.2187,-79.9687,Courtney
Pennsylvania,PA,Cowansburg PA,40.2545,-79.7537,Cowansburg
Pennsylvania,PA,Cowden PA,40.3178,-80.197,Cowden
Pennsylvania,PA,Crabtree PA,40.3638,-79.4695,Crabtree
Pennsylvania,PA,Crafton PA,40.4333,-80.0711,Crafton
Pennsylvania,PA,Cranesville PA,41.904,-80.3418,Cranesville
Pennsylvania,PA,Creekside PA,40.6811,-79.193,Creekside
Pennsylvania,PA,Creighton PA,40.5873,-79.7784,Creighton
Pennsylvania,PA,Crenshaw PA,41.2487,-78.7542,Crenshaw
Pennsylvania,PA,Cresco PA,41.154,-75.2805,Cresco
Pennsylvania,PA,Cresson PA,40.4626,-78.5866,Cresson
Pennsylvania,PA,Cressona PA,40.6304,-76.1939,Cressona
Pennsylvania,PA,Criders Corners PA,40.6859,-80.1006,Criders Corners
Pennsylvania,PA,Croft PA,41.0789,-78.3345,Croft
Pennsylvania,PA,Crosby PA,41.7451,-78.3903,Crosby
Pennsylvania,PA,Cross Creek PA,40.3264,-80.4091,Cross Creek
Pennsylvania,PA,Cross Roads PA,39.82,-76.5728,Cross Roads
Pennsylvania,PA,Crown PA,41.3917,-79.2633,Crown
Pennsylvania,PA,Croydon PA,40.0911,-74.8975,Croydon
Pennsylvania,PA,Crucible PA,39.9479,-79.9657,Crucible
Pennsylvania,PA,Culmerville PA,40.6542,-79.8389,Culmerville
Pennsylvania,PA,Cumbola PA,40.7139,-76.1433,Cumbola
Pennsylvania,PA,Curtisville PA,40.6497,-79.8492,Curtisville
Pennsylvania,PA,Curwensville PA,40.9735,-78.5189,Curwensville
Pennsylvania,PA,Cyclone PA,41.8323,-78.5859,Cyclone
Pennsylvania,PA,Daisytown PA,40.3201,-78.9034,Daisytown
Pennsylvania,PA,Dale PA,40.312,-78.9049,Dale
Pennsylvania,PA,Dallas PA,41.3306,-75.9735,Dallas
Pennsylvania,PA,Dallastown PA,39.8996,-76.641,Dallastown
Pennsylvania,PA,Dalmatia PA,40.65,-76.9027,Dalmatia
Pennsylvania,PA,Dalton PA,41.5382,-75.739,Dalton
Pennsylvania,PA,Danville PA,40.9615,-76.612,Danville
Pennsylvania,PA,Darby PA,39.921,-75.2611,Darby
Pennsylvania,PA,Darlington PA,40.8102,-80.424,Darlington
Pennsylvania,PA,Darragh PA,40.2665,-79.6787,Darragh
Pennsylvania,PA,Dauberville PA,40.4606,-75.9984,Dauberville
Pennsylvania,PA,Dauphin PA,40.3683,-76.9296,Dauphin
Pennsylvania,PA,Davidson Heights PA,40.5834,-80.2598,Davidson Heights
Pennsylvania,PA,Davidsville PA,40.2348,-78.9356,Davidsville
Pennsylvania,PA,Dawson PA,40.0473,-79.6573,Dawson
Pennsylvania,PA,Dayton PA,40.8812,-79.2411,Dayton
Pennsylvania,PA,Deemston PA,40.0273,-80.0334,Deemston
Pennsylvania,PA,Deer Lake PA,40.6214,-76.0565,Deer Lake
Pennsylvania,PA,Defiance PA,40.1599,-78.2319,Defiance
Pennsylvania,PA,Delano PA,40.8415,-76.0738,Delano
Pennsylvania,PA,Delaware Water Gap PA,40.975,-75.1392,Delaware Water Gap
Pennsylvania,PA,Delmont PA,40.4145,-79.5729,Delmont
Pennsylvania,PA,Delta PA,39.7267,-76.3271,Delta
Pennsylvania,PA,Denver PA,40.2325,-76.1393,Denver
Pennsylvania,PA,Derrick City PA,41.9706,-78.5714,Derrick City
Pennsylvania,PA,Derry PA,40.3335,-79.3011,Derry
Pennsylvania,PA,Devault PA,40.0746,-75.5352,Devault
Pennsylvania,PA,Devon PA,40.0496,-75.4271,Devon
Pennsylvania,PA,Dewart PA,41.1099,-76.8707,Dewart
Pennsylvania,PA,Dickson City PA,41.4683,-75.6358,Dickson City
Pennsylvania,PA,Dicksonville PA,40.7153,-79.0105,Dicksonville
Pennsylvania,PA,Dillsburg PA,40.1103,-77.0335,Dillsburg
Pennsylvania,PA,Dime PA,40.6562,-79.5328,Dime
Pennsylvania,PA,Dingmans Ferry PA,41.2201,-74.8713,Dingmans Ferry
Pennsylvania,PA,Donaldson PA,40.6362,-76.4059,Donaldson
Pennsylvania,PA,Donegal PA,40.112,-79.3808,Donegal
Pennsylvania,PA,Donora PA,40.179,-79.8625,Donora
Pennsylvania,PA,Dormont PA,40.3941,-80.0377,Dormont
Pennsylvania,PA,Dorneyville PA,40.5755,-75.5188,Dorneyville
Pennsylvania,PA,Dornsife PA,40.7456,-76.7891,Dornsife
Pennsylvania,PA,Dorseyville PA,40.577,-79.8887,Dorseyville
Pennsylvania,PA,Douglassville PA,40.2577,-75.7251,Douglassville
Pennsylvania,PA,Dover PA,40.0033,-76.8484,Dover
Pennsylvania,PA,Downingtown PA,40.0076,-75.7019,Downingtown
Pennsylvania,PA,Doylestown PA,40.314,-75.128,Doylestown
Pennsylvania,PA,Dravosburg PA,40.3509,-79.8906,Dravosburg
Pennsylvania,PA,Drexel Hill PA,39.9495,-75.3039,Drexel Hill
Pennsylvania,PA,Drifton PA,40.9998,-75.9055,Drifton
Pennsylvania,PA,Driftwood PA,41.3448,-78.134,Driftwood
Pennsylvania,PA,Dry Run PA,40.1676,-77.7539,Dry Run
Pennsylvania,PA,Dry Tavern PA,39.9399,-80.0095,Dry Tavern
Pennsylvania,PA,Dryville PA,40.4623,-75.7532,Dryville
Pennsylvania,PA,Du Bois PA,41.1225,-78.7564,Du Bois
Pennsylvania,PA,Dublin PA,40.373,-75.204,Dublin
Pennsylvania,PA,Duboistown PA,41.2228,-77.0381,Duboistown
Pennsylvania,PA,Dudley PA,40.2056,-78.1781,Dudley
Pennsylvania,PA,Dunbar PA,39.9787,-79.6147,Dunbar
Pennsylvania,PA,Duncannon PA,40.3951,-77.0278,Duncannon
Pennsylvania,PA,Duncansville PA,40.4263,-78.4303,Duncansville
Pennsylvania,PA,Dunlevy PA,40.1128,-79.8588,Dunlevy
Pennsylvania,PA,Dunlo PA,40.2935,-78.7178,Dunlo
Pennsylvania,PA,Dunmore PA,41.4153,-75.6072,Dunmore
Pennsylvania,PA,Dunnstown PA,41.1484,-77.4202,Dunnstown
Pennsylvania,PA,Dupont PA,41.3237,-75.7421,Dupont
Pennsylvania,PA,Duquesne PA,40.3732,-79.8501,Duquesne
Pennsylvania,PA,Duryea PA,41.3537,-75.7758,Duryea
Pennsylvania,PA,Dushore PA,41.5249,-76.3988,Dushore
Pennsylvania,PA,Eagle PA,40.0779,-75.6877,Eagle
Pennsylvania,PA,Eagle Lake PA,41.2826,-75.4795,Eagle Lake
Pennsylvania,PA,Eagles Mere PA,41.4102,-76.5832,Eagles Mere
Pennsylvania,PA,Eagleville PA,40.1604,-75.409,Eagleville
Pennsylvania,PA,Earlston PA,40.0038,-78.3736,Earlston
Pennsylvania,PA,East Bangor PA,40.8813,-75.1863,East Bangor
Pennsylvania,PA,East Berlin PA,39.9369,-76.9794,East Berlin
Pennsylvania,PA,East Berwick PA,41.0654,-76.2208,East Berwick
Pennsylvania,PA,East Brady PA,40.9836,-79.6131,East Brady
Pennsylvania,PA,East Butler PA,40.8789,-79.8474,East Butler
Pennsylvania,PA,East Conemaugh PA,40.3476,-78.886,East Conemaugh
Pennsylvania,PA,East Earl PA,40.1101,-76.0274,East Earl
Pennsylvania,PA,East Freedom PA,40.3573,-78.4366,East Freedom
Pennsylvania,PA,East Greenville PA,40.4057,-75.5062,East Greenville
Pennsylvania,PA,East Lansdowne PA,39.944,-75.2608,East Lansdowne
Pennsylvania,PA,East McKeesport PA,40.3849,-79.8073,East McKeesport
Pennsylvania,PA,East Petersburg PA,40.1006,-76.3511,East Petersburg
Pennsylvania,PA,East Pittsburgh PA,40.3969,-79.8382,East Pittsburgh
Pennsylvania,PA,East Prospect PA,39.971,-76.5214,East Prospect
Pennsylvania,PA,East Rochester PA,40.6981,-80.2689,East Rochester
Pennsylvania,PA,East Salem PA,40.6088,-77.237,East Salem
Pennsylvania,PA,East Side PA,41.0621,-75.7595,East Side
Pennsylvania,PA,East Smithfield PA,41.8645,-76.6255,East Smithfield
Pennsylvania,PA,East Stroudsburg PA,41.0023,-75.1779,East Stroudsburg
Pennsylvania,PA,East Troy PA,41.7701,-76.7372,East Troy
Pennsylvania,PA,East Uniontown PA,39.896,-79.6976,East Uniontown
Pennsylvania,PA,East Vandergrift PA,40.5973,-79.563,East Vandergrift
Pennsylvania,PA,East Washington PA,40.1745,-80.2325,East Washington
Pennsylvania,PA,East Waterford PA,40.3711,-77.6047,East Waterford
Pennsylvania,PA,East York PA,39.9687,-76.6759,East York
Pennsylvania,PA,Eastlawn Gardens PA,40.748,-75.2913,Eastlawn Gardens
Pennsylvania,PA,Easton PA,40.6858,-75.2209,Easton
Pennsylvania,PA,Eastvale PA,40.7669,-80.3148,Eastvale
Pennsylvania,PA,Eastwood PA,40.2917,-79.5184,Eastwood
Pennsylvania,PA,Eau Claire PA,41.1368,-79.7985,Eau Claire
Pennsylvania,PA,Ebensburg PA,40.4884,-78.7264,Ebensburg
Pennsylvania,PA,Economy PA,40.6001,-80.2248,Economy
Pennsylvania,PA,Eddington PA,40.0865,-74.9445,Eddington
Pennsylvania,PA,Eddystone PA,39.8566,-75.3342,Eddystone
Pennsylvania,PA,Edenborn PA,39.882,-79.8874,Edenborn
Pennsylvania,PA,Edenburg PA,40.5658,-75.9593,Edenburg
Pennsylvania,PA,Edgely PA,40.1287,-74.8343,Edgely
Pennsylvania,PA,Edgewood PA,40.4313,-79.8839,Edgewood
Pennsylvania,PA,Edgeworth PA,40.5546,-80.1922,Edgeworth
Pennsylvania,PA,Edie PA,40.0863,-79.128,Edie
Pennsylvania,PA,Edinboro PA,41.8762,-80.1246,Edinboro
Pennsylvania,PA,Edwardsville PA,41.2614,-75.9071,Edwardsville
Pennsylvania,PA,Effort PA,40.9436,-75.439,Effort
Pennsylvania,PA,Egypt PA,40.6857,-75.5334,Egypt
Pennsylvania,PA,Ehrenfeld PA,40.3743,-78.7761,Ehrenfeld
Pennsylvania,PA,Eighty Four PA,40.1777,-80.1303,Eighty Four
Pennsylvania,PA,Elco PA,40.0812,-79.8815,Elco
Pennsylvania,PA,Elderton PA,40.6945,-79.3421,Elderton
Pennsylvania,PA,Eldred PA,41.9562,-78.3818,Eldred
Pennsylvania,PA,Elgin PA,41.907,-79.7465,Elgin
Pennsylvania,PA,Elim PA,40.2989,-78.943,Elim
Pennsylvania,PA,Elimsport PA,41.1279,-77.0205,Elimsport
Pennsylvania,PA,Elizabeth PA,40.2716,-79.8872,Elizabeth
Pennsylvania,PA,Elizabethtown PA,40.1534,-76.5991,Elizabethtown
Pennsylvania,PA,Elizabethville PA,40.5472,-76.816,Elizabethville
Pennsylvania,PA,Elkins Park PA,40.0771,-75.1268,Elkins Park
Pennsylvania,PA,Elkland PA,41.989,-77.314,Elkland
Pennsylvania,PA,Ellport PA,40.8618,-80.2625,Ellport
Pennsylvania,PA,Ellsworth PA,40.1073,-80.0214,Ellsworth
Pennsylvania,PA,Ellwood City PA,40.8619,-80.283,Ellwood City
Pennsylvania,PA,Elrama PA,40.2517,-79.9243,Elrama
Pennsylvania,PA,Elverson PA,40.1559,-75.8304,Elverson
Pennsylvania,PA,Elwyn PA,39.9079,-75.4102,Elwyn
Pennsylvania,PA,Elysburg PA,40.868,-76.5492,Elysburg
Pennsylvania,PA,Embreeville PA,39.9301,-75.7344,Embreeville
Pennsylvania,PA,Emerald Lakes PA,41.0844,-75.4154,Emerald Lakes
Pennsylvania,PA,Emigsville PA,40.0085,-76.731,Emigsville
Pennsylvania,PA,Emlenton PA,41.1806,-79.7073,Emlenton
Pennsylvania,PA,Emmaus PA,40.5352,-75.4978,Emmaus
Pennsylvania,PA,Emporium PA,41.5102,-78.2363,Emporium
Pennsylvania,PA,Emsworth PA,40.5112,-80.0965,Emsworth
Pennsylvania,PA,Englewood PA,40.7814,-76.2449,Englewood
Pennsylvania,PA,Enhaut PA,40.2324,-76.8253,Enhaut
Pennsylvania,PA,Enlow PA,40.4525,-80.2317,Enlow
Pennsylvania,PA,Enola PA,40.2874,-76.9347,Enola
Pennsylvania,PA,Enon Valley PA,40.8559,-80.4564,Enon Valley
Pennsylvania,PA,Ephrata PA,40.1811,-76.1812,Ephrata
Pennsylvania,PA,Ercildoun PA,39.9465,-75.8391,Ercildoun
Pennsylvania,PA,Erie PA,42.1167,-80.0731,Erie
Pennsylvania,PA,Ernest PA,40.6783,-79.1646,Ernest
Pennsylvania,PA,Espy PA,41.0055,-76.4164,Espy
Pennsylvania,PA,Essington PA,39.8621,-75.2971,Essington
Pennsylvania,PA,Etna PA,40.4975,-79.9475,Etna
Pennsylvania,PA,Evans City PA,40.7685,-80.0584,Evans City
Pennsylvania,PA,Evansburg PA,40.1899,-75.4348,Evansburg
Pennsylvania,PA,Everett PA,40.0132,-78.3666,Everett
Pennsylvania,PA,Everson PA,40.0903,-79.5872,Everson
Pennsylvania,PA,Exeter PA,41.3338,-75.8214,Exeter
Pennsylvania,PA,Export PA,40.417,-79.6232,Export
Pennsylvania,PA,Exton PA,40.0307,-75.6303,Exton
Pennsylvania,PA,Eyers Grove PA,41.0932,-76.5188,Eyers Grove
Pennsylvania,PA,Factoryville PA,41.5602,-75.7822,Factoryville
Pennsylvania,PA,Fairchance PA,39.8251,-79.754,Fairchance
Pennsylvania,PA,Fairdale PA,39.8901,-79.968,Fairdale
Pennsylvania,PA,Fairfield PA,39.7891,-77.3698,Fairfield
Pennsylvania,PA,Fairhope PA,40.1151,-79.8389,Fairhope
Pennsylvania,PA,Fairless Hills PA,40.1784,-74.8524,Fairless Hills
Pennsylvania,PA,Fairoaks PA,40.5795,-80.2167,Fairoaks
Pennsylvania,PA,Fairview PA,41.0155,-79.7432,Fairview
Pennsylvania,PA,Fairville PA,39.8443,-75.6308,Fairville
Pennsylvania,PA,Falls PA,41.4606,-75.8488,Falls
Pennsylvania,PA,Falls Creek PA,41.1421,-78.8067,Falls Creek
Pennsylvania,PA,Fallsington PA,40.1873,-74.8188,Fallsington
Pennsylvania,PA,Fallston PA,40.7241,-80.3133,Fallston
Pennsylvania,PA,Falmouth PA,40.1318,-76.7044,Falmouth
Pennsylvania,PA,Fannettsburg PA,40.0651,-77.8294,Fannettsburg
Pennsylvania,PA,Farmersville PA,40.129,-76.1558,Farmersville
Pennsylvania,PA,Farmington PA,39.8099,-79.5623,Farmington
Pennsylvania,PA,Farrandsville PA,41.1751,-77.5125,Farrandsville
Pennsylvania,PA,Farrell PA,41.2113,-80.497,Farrell
Pennsylvania,PA,Fawn Grove PA,39.7312,-76.4521,Fawn Grove
Pennsylvania,PA,Fawn Lake Forest PA,41.5158,-75.0548,Fawn Lake Forest
Pennsylvania,PA,Faxon PA,41.2556,-76.9771,Faxon
Pennsylvania,PA,Fayette City PA,40.1007,-79.8392,Fayette City
Pennsylvania,PA,Fayetteville PA,39.9114,-77.5651,Fayetteville
Pennsylvania,PA,Feasterville PA,40.154,-74.9915,Feasterville
Pennsylvania,PA,Federal PA,40.3787,-80.1478,Federal
Pennsylvania,PA,Fellsburg PA,40.1842,-79.8269,Fellsburg
Pennsylvania,PA,Felton PA,39.857,-76.5611,Felton
Pennsylvania,PA,Ferndale PA,40.2884,-78.918,Ferndale
Pennsylvania,PA,Fernville PA,41.0024,-76.4752,Fernville
Pennsylvania,PA,Fernway PA,40.6948,-80.1309,Fernway
Pennsylvania,PA,Finleyville PA,40.2529,-80.0017,Finleyville
Pennsylvania,PA,Fisher PA,40.1701,-79.9078,Fisher
Pennsylvania,PA,Five Points PA,40.5717,-80.2559,Five Points
Pennsylvania,PA,Fivepointville PA,40.1828,-76.0553,Fivepointville
Pennsylvania,PA,Fleetwood PA,40.4565,-75.8211,Fleetwood
Pennsylvania,PA,Flemington PA,41.1273,-77.4703,Flemington
Pennsylvania,PA,Floradale PA,39.9598,-77.2484,Floradale
Pennsylvania,PA,Flourtown PA,40.1039,-75.2069,Flourtown
Pennsylvania,PA,Flying Hills PA,40.2787,-75.9164,Flying Hills
Pennsylvania,PA,Fogelsville PA,40.5832,-75.6327,Fogelsville
Pennsylvania,PA,Folcroft PA,39.8891,-75.277,Folcroft
Pennsylvania,PA,Folsom PA,39.8924,-75.3286,Folsom
Pennsylvania,PA,Foot of Ten PA,40.4182,-78.4612,Foot of Ten
Pennsylvania,PA,Forbes Road PA,40.354,-79.5217,Forbes Road
Pennsylvania,PA,Force PA,41.2581,-78.5035,Force
Pennsylvania,PA,Ford City PA,40.7693,-79.5327,Ford City
Pennsylvania,PA,Ford Cliff PA,40.7608,-79.5358,Ford Cliff
Pennsylvania,PA,Forest City PA,41.6521,-75.4691,Forest City
Pennsylvania,PA,Forest Grove PA,40.4792,-80.1303,Forest Grove
Pennsylvania,PA,Forest Hills PA,40.4251,-79.8544,Forest Hills
Pennsylvania,PA,Forestville PA,40.6938,-76.2921,Forestville
Pennsylvania,PA,Forksville PA,41.4896,-76.6028,Forksville
Pennsylvania,PA,Fort Indiantown Gap PA,40.4421,-76.5971,Fort Indiantown Gap
Pennsylvania,PA,Fort Loudon PA,39.9219,-77.9073,Fort Loudon
Pennsylvania,PA,Fort Washington PA,40.1408,-75.1925,Fort Washington
Pennsylvania,PA,Forty Fort PA,41.2843,-75.8689,Forty Fort
Pennsylvania,PA,Foster Brook PA,41.9793,-78.6063,Foster Brook
Pennsylvania,PA,Foundryville PA,41.0775,-76.2355,Foundryville
Pennsylvania,PA,Fountain Hill PA,40.6029,-75.3961,Fountain Hill
Pennsylvania,PA,Fountain Springs PA,40.7722,-76.3284,Fountain Springs
Pennsylvania,PA,Fox Chapel PA,40.5247,-79.8898,Fox Chapel
Pennsylvania,PA,Fox Chase PA,40.3952,-75.9634,Fox Chase
Pennsylvania,PA,Fox Run PA,40.7023,-80.0828,Fox Run
Pennsylvania,PA,Foxburg PA,41.1459,-79.6802,Foxburg
Pennsylvania,PA,Frackville PA,40.7833,-76.2329,Frackville
Pennsylvania,PA,Frankfort Springs PA,40.481,-80.4428,Frankfort Springs
Pennsylvania,PA,Franklin PA,41.3936,-79.8425,Franklin
Pennsylvania,PA,Franklin Park PA,40.5903,-80.0999,Franklin Park
Pennsylvania,PA,Franklintown PA,40.076,-77.0296,Franklintown
Pennsylvania,PA,Frazer PA,40.0323,-75.556,Frazer
Pennsylvania,PA,Fredericksburg PA,40.4441,-76.4377,Fredericksburg
Pennsylvania,PA,Fredericktown PA,40.0019,-80.0092,Fredericktown
Pennsylvania,PA,Fredonia PA,41.3219,-80.2581,Fredonia
Pennsylvania,PA,Freeburg PA,40.7625,-76.9408,Freeburg
Pennsylvania,PA,Freedom PA,40.6849,-80.2533,Freedom
Pennsylvania,PA,Freeland PA,41.0212,-75.8963,Freeland
Pennsylvania,PA,Freemansburg PA,40.6279,-75.3401,Freemansburg
Pennsylvania,PA,Freeport PA,40.6829,-79.6837,Freeport
Pennsylvania,PA,Friedens PA,40.0449,-79.0027,Friedens
Pennsylvania,PA,Friedensburg PA,40.607,-76.2291,Friedensburg
Pennsylvania,PA,Friendsville PA,41.9179,-76.0477,Friendsville
Pennsylvania,PA,Frizzleburg PA,41.0744,-80.4491,Frizzleburg
Pennsylvania,PA,Frystown PA,40.452,-76.3326,Frystown
Pennsylvania,PA,Fullerton PA,40.6308,-75.4835,Fullerton
Pennsylvania,PA,Gaines PA,41.752,-77.5575,Gaines
Pennsylvania,PA,Galeton PA,41.7338,-77.6454,Galeton
Pennsylvania,PA,Gallitzin PA,40.4809,-78.5547,Gallitzin
Pennsylvania,PA,Gap PA,39.9891,-76.0214,Gap
Pennsylvania,PA,Garden View PA,41.2569,-77.049,Garden View
Pennsylvania,PA,Gardners PA,40.0063,-77.2084,Gardners
Pennsylvania,PA,Garland PA,41.8162,-79.4439,Garland
Pennsylvania,PA,Garrett PA,39.8643,-79.0619,Garrett
Pennsylvania,PA,Gastonville PA,40.2669,-80.0095,Gastonville
Pennsylvania,PA,Gayly PA,40.4442,-80.1467,Gayly
Pennsylvania,PA,Geigertown PA,40.2026,-75.8363,Geigertown
Pennsylvania,PA,Geistown PA,40.2934,-78.8726,Geistown
Pennsylvania,PA,Genesee PA,41.9892,-77.8658,Genesee
Pennsylvania,PA,Geneva PA,41.5621,-80.226,Geneva
Pennsylvania,PA,Georgetown PA,40.6417,-80.4994,Georgetown
Pennsylvania,PA,Gettysburg PA,39.8304,-77.2339,Gettysburg
Pennsylvania,PA,Gibraltar PA,40.2809,-75.8608,Gibraltar
Pennsylvania,PA,Gibsonia PA,40.6322,-79.9684,Gibsonia
Pennsylvania,PA,Gilberton PA,40.7961,-76.2235,Gilberton
Pennsylvania,PA,Gilbertsville PA,40.3219,-75.609,Gilbertsville
Pennsylvania,PA,Gillett PA,41.9512,-76.7944,Gillett
Pennsylvania,PA,Girard PA,42.0041,-80.3192,Girard
Pennsylvania,PA,Girardville PA,40.7922,-76.283,Girardville
Pennsylvania,PA,Girty PA,40.6473,-79.4109,Girty
Pennsylvania,PA,Gladden PA,40.3392,-80.1787,Gladden
Pennsylvania,PA,Glade Mills PA,40.7245,-79.9242,Glade Mills
Pennsylvania,PA,Gladwyne PA,40.0407,-75.2791,Gladwyne
Pennsylvania,PA,Glasgow PA,40.6444,-80.508,Glasgow
Pennsylvania,PA,Glassport PA,40.3262,-79.8861,Glassport
Pennsylvania,PA,Glen Campbell PA,40.8197,-78.8297,Glen Campbell
