Date Submitted,Date of Sighting,City,ST,Short Description
12/4/2018,12/2/2018,Englewood , FL,"{jpg} I was driving home early in the morning, I saw it in the sky and watched it for most of my drive home. When I turned, it was still there, and a smaller one directly below. It was not a star, not even close. Everything about it was off"
12/3/2018,11/7/2018,Valrico, FL,"{jpg} While skywatching with 2 friends, I witnessed a Chevron shaped craft"
11/28/2018,11/25/2018,St. Augustine, FL,{tjd} Unknown Lights Sighting
11/25/2018,11/18/2018,Lithia-Keysville , FL,{tjd} Glowing craft over treetops makes almost complete “square shape” before taking off
11/23/2018,11/23/2018,Apopka, FL,{rjl} life changing
11/19/2018,11/19/2018,Clermont, FL,"{rjl} Two orbs over the house, second time"
11/19/2018,11/19/2018,DeLand, FL,"{rjl} Green vertical oval, white diamond, white square, green red firework, large white oval"
11/17/2018,11/11/2018,Margate and Parkland, FL,{cak} Light beam that cuts through day light sky. Only happens on mornings when whatever it is has a clear visibility of the sun. Reporters cast it off as a reflection of a water tower. I think it's coming from the Gulf of Mexico.
11/16/2018,11/12/2018,Safety Harbor, FL,{cak} It was mostly hovering with some movement to the left of position
11/15/2018,11/9/2018,Lake wales, FL,{cak} Just throwing this out there. I am convinced it was unidentifiable in my eyes.
11/15/2018,11/3/2018,Pineland, FL,"{cak} Irregular pulsating light that traveled in a semicircular path. Appeared to be at the same level as the stars. Perfect circle, then appeared to tilt as the light emitted went from circle to egg shaped and back Again. I cannot rationally explain it"
11/13/2018,11/12/2018,Naples, FL,{cak} About 8 glowing Boomerang UFOs flying and formed what looked like the big/little dipper before just disappearing
11/13/2018,11/7/2018,Boca Raton, FL,{cak} was star gazing toward Pleides notice a string of lighted dots. At first i thought it was cluster of distant stars then relaized they were close up. The lights were in an even horizontal row and move in unison then I realized it was a black craft .
11/12/2018,11/12/2018,DelRay Beach , FL,{cak} Pretty much identical to yesterday’s sighting but after spending most of the day going over the pictures/videos I have a much better ability to accurately describe what this vehicle looks like and how it appears to operate
11/11/2018,11/9/2018,titusville, FL,{cak} one Disc flying in and out of low dark cloud joined by several disc appeared to cloud hop staying with my car for at least 1 hour before disappearing
11/11/2018,11/11/2018,DelRay Beach , FL,{cak} It appeared to be a stationary light in the sky. It just seemed out of place. It wasn’t until I looked at a couple of the pictures that I could see edgees to the object.
11/7/2018,11/7/2018,Tampa, FL,{jpg} Blimp format silver metalic over water by Gandy bridge.Vanished after a flash.
11/7/2018,11/7/2018,CLERMONT, FL,{jpg} Two orbs over the house
11/3/2018,11/3/2018,FL, US,{tjd} White cloud turning into gray black object milliary helicopter super quiet flies by seconds afterwards
1/7/2019,3/15/2018,Holly pond, AL,{cak} I was standing on my back porch when it passed directly overhead
1/3/2019,12/28/2018,Birmingham, AL,{dr}two smaller disc UFO's with a triangle UFO
12/30/2018,12/28/2018,Birmingham, AL,{dr}Saw a light that was hovering in a spot I have never seen before and when I went close to it was when it started moving in a path. It was shaped like a triangle.
11/21/2018,11/18/2018,AL, US,{rjl} I was taking photos with a long exposure time.
11/18/2018,11/18/2018,mobile, AL,{rjl}it silently glided across the sky
11/4/2018,11/3/2018,Decatur, AL,{jpg} I was raped and gave birth to a mixed race baby girl. Brown/bronze skin black curly hair
10/24/2018,10/20/2018,Highland Home, AL,{cak} In sight passing between trees. A wide gap when first seen then through trees as it moved from left to right.
10/21/2018,9/5/2018,Wood Stock, AL,{cak} This was recorded by my outside camera facing my driveway
10/17/2018,10/16/2018,AL, US,{rjl} these are the only known screen shots of the moon video that apparently shut down youtube. Submitter for safe keeping.
9/14/2018,9/13/2018,Hamilton , AL,{cak} I SAW A UFO EAT MY CAT AND LEAVE.
9/13/2018,9/12/2018,vandiver, AL,{cak} Saw low hoveringbright light that lasted around 20-25 minutes.
8/22/2018,8/21/2018,huntsville, AL,{rjl} I saw a really bright red light and heard some loud buzzing
8/15/2018,8/14/2018,Centre, AL,"{cak} The object flashed and pulsated, while appearing to also rotate."
8/14/2018,8/14/2018,Valley, AL,"{cak} Star-like, pulsating object that wobbled in place for long duration"
7/25/2018,6/17/2018,Centre, AL,{cak} Mysterious Blinking Lights
7/25/2018,7/25/2018,Sumiton , AL,{cak} I was using my telescope an I noticed the ufo around the moon
7/25/2018,2/28/2018,Colbert, AL,{cak} Holographic portrait of E.T.
7/9/2018,6/28/2018,Birmingham, AL,{jpg} Pointed my phone skyward and randomly snapped 3 pictures.
7/7/2018,7/4/2018,pell city, AL,{dr}extreme bright light no other could make that light
7/5/2018,7/4/2018,Madison, AL,{dr]observed white glowing ORB from my Doorbell Camera from my phone app
6/10/2018,5/31/2018,Tallahassee , AL,{cak} captured in my photo of the moon
5/19/2018,3/22/2018,mobile, AL,{cak} a red orb that moved at a very impressive speed.
5/12/2018,5/12/2018,Albertville , AL,{td} Bright as hell giving off a crazy ton of colors and was just weird
5/6/2018,5/1/2018,Loxley , AL,{td} Glowing orange flat light moving towards me and became more circular and brighter as it dropped in elevation briefly stopping overhead before accelerating to south and disappearing extremely fast.
5/2/2018,4/19/2018,JADSDEN, AL,"{jpg} WENT OUTSIDE TO HAVE A CIGARETTE THOUGHT I WAS LOOKING AT THE MOON IT WAS BRIGHT AS A STREETLIGHT, BUT IT WASN'T THE MOON"
5/2/2018,5/2/2018,Sumiton , AL,{jpg} I seen numerous star looking objects in sky stationary until disappearing during the day at 2pm
4/29/2018,4/29/2018,Sumiton, AL,{jpg} I seen 3 lights in triangle formation in sky
4/28/2018,4/20/2018,Sumiton, AL,{rjl} I take pictures an scan sky I was taking pictures an seen it
4/27/2018,4/25/2018,Sumiton, AL,{rjl} Took picture
4/24/2018,4/21/2018,Huntsville, AL,{rjl} I was taking a pic of the clouds due to Chem trails.
4/5/2018,4/4/2018,Fort Payne, AL,"{jpg} directly and silently flew straight line over my vehicle, black rectangular, red glowing lights on short sides of rectangle, blinking red light following."
4/4/2018,3/21/2018,Sylacauga, AL,"{jpg} Large craft with pulsating blue lights floating above house in Stewartville, AL almost every night since January."
3/15/2018,2/26/2018,Tuscaloosa, AL,{cak} Many strange events
3/3/2018,3/3/2018,Birminham, AL,{td}White triangular shape gliding over the UAB campus
2/27/2018,2/26/2018,Coker, AL,{td}Very bright pulsating colors.low to ground Came out of SW towards me then hovered then went South
1/30/2018,1/30/2018,Tallassee, AL,{dr}Drone camera captured something large hiding in light from the sun
1/23/2018,1/23/2018,Warrior, AL,"{jpg} An object appeared as a star but started moving and traveled south, occasionally disappearing and reappearing"
1/17/2018,1/16/2018,Somerville, AL,"{rjl} triangular shape, 3 lights blinking with 4th red light, low flying, very quiet"
1/14/2018,1/9/2018,Alpine, AL,"{rjl} A very bright white blinking light with sometimes a red, blue, yellow color blinking. It was hovering and moved slightly."
1/8/2019,6/6/2018,Akron, OH,{cak} ORRERY TYPE SPHERE METALLIC OPENING CLOSING ROTATING INSIDE OF HOME
11/10/2018,6/15/2018,Sidney, OH,{dr}Watched 3 lights for over four years
10/25/2018,6/15/2018,Crooksville, OH,"{cak} These circular like rotating, flashing, moving, color changing things appear fairly regularly in the sky. have been seen by multiple people. not planes or choppers"
10/13/2018,5/18/2018,Youngstown, OH,(tjd} My 6 year old grand daughter saw this thing that was sitting in a tree in the neighbors yard and took a pic she was very scared it look like a demon to me Please look above the window on the right right in the center of the bark of the tree
7/4/2018,5/9/2018,Mount Orab, OH,"{dr}Observed two Objects in the sky coming from the south east and changed path moving to the west below clouds ,metallic,no sound.not sure what it was."
6/23/2018,6/23/2018,North ridgeville, OH,{td} Tall green Alien was standing near power line tower thought it was a deer run up power tower to small craft
6/17/2018,6/16/2018,Elyria, OH,{rjl} Started out with a light then somethings disc shape came over our head and took off at high speeds followed twenty seconds later by a plane. This went on for hours and two even seemed to collide. Thesky turned white for 4 seconds then it stopped.
6/16/2018,6/16/2018,Ashtabula, OH,{cak} They (2) were glowing blue/white lights shining right above the clouds going in circles really fast. Went over my car
6/8/2018,4/13/2018,Grove city , OH,{jpg} Shinny round - the other condom like I have pictures
6/8/2018,6/7/2018,Beach City, OH,"{jpg} Looked like a neighbor twin to Saturn, then it completed a semi-circle around Saturn."
6/8/2018,5/29/2018,Cincinnati, OH,{jpg} Saw a bright light seem to vase in and out took pic
6/7/2018,6/4/2018,Cleveland , OH,{jpg} Myself. My brother and daughter. Witnessed 4 distinct and separate craft 3 different times within a 2 hour time frame
6/3/2018,6/2/2018,Ravenna, OH,{jpg} Saw a white sphere like object moving from West to east then went dim and disappeared.
5/26/2018,5/4/2018,Mount Gilead, OH,{rjl} Happened early in the morning. Woke up with a start to see bright white light outside east window. Thought is was the moon at first. Moon was glowing out of my south window.
5/20/2018,5/19/2018,Monroe, OH,"{rjl} While waiting at a light, I saw a large rectangle glide across the sky. It looked like a sign, but there were no other aircrafts around."
5/13/2018,5/13/2018,Centerville, OH,{cak} Approx 7 or 8 bright orange/gold bright lights hovering at low altitude.
5/10/2018,5/9/2018,OH, US,{td} Discovered object in background of picture my son took no sound when we were outside
5/10/2018,5/10/2018,Dayton, OH,"{ td} Was traveling in a straight line. Sudden altitude drop, then shot up until vanishing."
5/10/2018,5/9/2018,Toledo, OH,"{td}This is a nightly thing, i cannot stop them from comming i dont know who to contact"
5/9/2018,5/8/2018,Toledo, OH,"{td} Huge, brilliant, glaringly bright red light gently descending in SE sky."
5/9/2018,5/8/2018,Harpster, OH,"{td} Odd hovering solid objects. Descended, ascended rapidly. Both vanished. Clear skies."
5/5/2018,2/28/2018,Lorain, OH,{jpg} White orb like. Very bright but didnt cast light into a dark room.
5/4/2018,5/1/2018,North Royalton, OH,"{jpg} light outside patio door, flying towards building and goes overhead."
4/22/2018,4/22/2018,Thompson, OH,{rjl} Object and jet(s) traveling in tandem.
4/17/2018,4/7/2018,Cleveland, OH,{cak} looked like black square floating in sky
4/16/2018,3/22/2018,New Bremen, OH,"{cak} On my way to work. This is 2nd one i have seen, but got a picture of this one."
4/5/2018,4/5/2018,LaGrange, OH,{jpg} Bright white light moving super fast following a train track
3/23/2018,3/23/2018,Columbus, OH,"{rjl} 5 glowing orbs, 3 in a triangle formation"
3/19/2018,3/18/2018,OH, US,{rjl} Encounterd three human like beings at night in woods in handling stray cats (dense population) beings had pinkish glowing eye wear with low reflective white or gray coveralls
3/19/2018,3/19/2018,Cincinnati, OH,{rjl} Flying pill shaped object Cincinnati
3/17/2018,3/17/2018,akron, OH,{cak} Dark triangular shaped aircraft flew overhead totally silent at a very rapid speed(200+mph)
3/15/2018,3/11/2018,Munroe Falls, OH,{cak} saw what first thought was helicopter. From underneath saw traingle
2/19/2018,2/12/2018,Huber Heights, OH,"{rjl} Alternately flashing colored lights, slowly descending, early morning hours"
2/17/2018,2/15/2018,Brunswick , OH,{cak} Noticed a pinkish light that caught my eye ... moved up down side to side up and down.
2/4/2018,2/3/2018,Cincinnati, OH,{jpg} Bright red light decended until lost in trees
1/30/2018,1/30/2018,Peebles, OH,{dr}During full moon what appears to be a ship or a planetext bottom left
1/29/2018,1/26/2018,Catawba Island and Clevel, OH,{dr}Glowing Orb - No Noise - Changes Direction
1/29/2018,1/28/2018,OH, US,{td}Had a very dark exterior almost like it was trying to hide
1/26/2018,1/26/2018,Litchfield, OH,"{jpg} Large star looking object. Bright white light, northeast corner of the sky headed north. Slowly got dimmer. Then headed east and slowly faded away into a red dot."
1/26/2018,1/3/2018,CINCINNATI, OH,{jpg} Black triangle with three yellow lights leaving contrail. Two additional triangle light patterns shown in photo.
1/22/2018,1/18/2018,Toledo, OH,{jpg} Video of UFO up from Lake Michigan
1/18/2018,1/17/2018,Cincinnati-dayton road, OH,{rjl} Saw a greenish blue light fall from the sky out of nowhere.
1/16/2018,1/16/2018,Canton, OH,{rjl} From highway saw large green teardrop shape fall from sky. Drove by again and saw nothing.
