Date Submitted,Date of Sighting,City,ST,Short Description
1/5/2018,1/4/2018,Casselberry, FL,"{dr}Flashing red and white lights, hovering at first in the south before departing to the east and a pulsating sound heard only upon departure"
1/3/2018,1/2/2018,Polk CIty, FL,{dr}Mutilated wild boars found along Florida road.
1/1/2018,1/1/2018,Orlando, FL,{dr}Saw what looked like a big spotlight circle around and break up into 10 smaller lights which hovered for at least 1.5 hours
1/1/2018,1/1/2018,Miami, FL,{dr}Noted 3 objects in sky SE of my position at Home outside adjacent to Tamami Airport at 1213 on 1/1/2018. Noted multiple changes in position from Hovering triangle to straight- positions. Numerous fireworks in area.
1/1/2018,1/1/2018,Fort Myes, FL,"{dr}Daughter and I witnessed object descending, ejection of smaller object, then immediate ascending of object and disappeared"
1/1/2018,1/1/2018,Orlando, FL,{dr}I was driving I 4 east noticed the lights they were stationary lights were shining out rather than if they were projected from the ground it caused traffic then I was too far to see it anymore. I thought It could have been sky lights
1/1/2018,1/1/2018,Palm Coast, FL,{dr}Glowing objects flying within fireworks then hover across sky then head out into clouds.
8/10/2018,3/20/2018,Winter Garden, FL,{jpg} Visit of IHNA for extraction from earth area.
6/10/2018,2/7/2018,Clearwater Beach, FL,{cak} was only seen in photo
4/15/2018,3/24/2018,hallandale beach, FL,"{cak} immediatly notice this in my sites ,in at first thought a star, then that cant be a star due to the time 9:36 am . once my eyes focused realized it was round and bright and. way bigger than a star and super close."
4/12/2018,3/1/2018,fort lauderdale , FL,{td} the yellow oval was spotted twice. first it hovered for a second and began moving across the sky at a medium speed then dispersing in thin air. the second time i spotted it it was where i had first seen it but it moved in a direction different
4/10/2018,3/28/2018,Auburndale, FL,{td} Two bright Orbs randomly maneuvering then disappearing.
3/28/2018,3/22/2018,Satellite Beach , FL,{td}My son and I noticed an object in the sky that appeared stationary and then moved in and eastward direction and a relatively slow pace and then appear to move north once it got out over the ocean.
3/28/2018,3/28/2018,Orlando airport, FL,{td}See attached photo
3/28/2018,3/23/2018,Orlando, FL,{td} Random photo taken of sun and noticed object when looking at photos later
3/28/2018,3/23/2018,Frostproof, FL,{td} Standing outside smoking noticed hovering object
3/27/2018,3/27/2018,Hudson, FL,"{td} I SAW 2, BOTH IN VIDEO DEING SENT"
3/27/2018,3/26/2018,North Bay Village , FL,"{td} It was very windy and I happened to look up and noticed what appeared to be the moon was moving, I immediately started recording."
3/26/2018,3/24/2018,Port Orange, FL,{td} Shiny ORBS directly overhead interacting with one another
3/25/2018,3/23/2018,Ozello, FL,{td} Super bright flashing light like a qusar flashing beams 3 times and flashing bright light for 20 min.
3/23/2018,3/22/2018,port charlotte, FL,{rjl} xenomorph like creature saw me and escaped
3/22/2018,3/22/2018,Dunnellon, FL,{rjl} very brightthought it was a satelite
3/22/2018,3/21/2018,Haines City, FL,{rjl} Orb that changed direction and varied in color
3/21/2018,3/6/2018,Cape Coral, FL,{rjl} oval dull grey orb with reflective silver (flashes) random away from object
3/20/2018,3/17/2018,Marco Island, FL,{rjl} To aerial devices traveling towards one another that seemed rather large to me and did not look like anything that I had seen before and struck me odd. I am very observant and detailed I am a firefighter and this is nothing that I have seen before.
3/19/2018,3/19/2018,West Palm Beach, FL,{rjl} Triangle shaped craft emitted three orbs and one cigar toward port of Palm Beach beach
3/18/2018,3/18/2018,Beverly Hills , FL,{rjl} Spherical object that would light up and move instantly from one position in the sky to another. Hovered and pulsated a lot.
3/18/2018,3/17/2018,St.Petersburg, FL,"{rjl} White objects with dark bodys got in formation changed moved right over head, daughter saw also, scared her."
3/17/2018,3/2/2018,FL, US,{cak} felt drawn to go outside. I then looked up and there was a UFO taking off.
3/16/2018,3/16/2018,Ocala, FL,"{cak} Square object about half the size of a 1300 square foot house. Flying not slow, not fast. Made 90 degree directional turn."
3/15/2018,2/24/2018,aventura, FL,{cak} Bright fast passing low light
3/15/2018,3/14/2018,Okeechobee , FL,{cak} Went outside to put laundry on to drive walked out looked noticed a white light blinking with the electric blue rectangle o top of it thought it was a plane ignored it put the clothes on the dryer I turned around triangle was gone the orb stayed
3/13/2018,3/13/2018,Clearwater, FL,"{cak} waiting to see space station fly over when this was noticed, very slow, three steady lights,"
3/13/2018,3/11/2018,Tampa, FL,{cak} Tampa/St. Pete Sighting- 5 orb shaped hovering objects that disappeared.
3/13/2018,2/27/2018,Brooksville, FL,"{cak} Hovering pattern of firey lights, at least 8 orbs, in complex patterns"
3/10/2018,2/14/2018,Cape coral, FL,{jpg} Was all green then turned white it flipped around changing colors
3/9/2018,2/22/2018,Jonesville, FL,{jpg} I am a paranormal investigator and I am investigating this case which ties into my own. I am still investigating all facts aren't known at this time. Gathering information still.
3/6/2018,3/6/2018,Spring Hill, FL,{jpg} Triangular light pattern with swift manuvering
3/6/2018,2/28/2018,DeLand , FL,"{jpg} I saw a object in the sky, moving like a piece of paper floating around way too higher then the planes, really fast. 30 second later another one came and then they went out of sight."
3/6/2018,3/6/2018,Maitland , FL,"{jpg} I was walking my dog, when I looked up randomly in the sky. I started to see an orange glow that seemed to be cylinder in shape it brightened, and then it lost its glow and became a small looking tiny orange star."
3/5/2018,3/3/2018,FL, US,{jpg} 3 Pulsating lights slowly changing shape
3/4/2018,3/4/2018,Spring Hill, FL,{jpg} Observed and photographed objectin sky
3/1/2018,2/28/2018,NAPLES, FL,{td}MOVING DARK OBJECT
2/26/2018,2/25/2018,Tampa, FL,{td}Two bright slowly pulsating lights seemed to hover just below the clouds
2/25/2018,2/23/2018,Orlando, FL,"{td}Fast flying, white colored delta wing aircraft"
2/20/2018,2/19/2018,Altoona, FL,{rjl} Lights and brown-out throughout the whole county then large city-like ship quickly disappears
2/18/2018,2/2/2018,Miami, FL,"{rjl} This is real deal! Orbs, disc and boomerang shapes and coming 50-70 a night past 2 weeks!! military choppers and boats as well."
2/14/2018,2/14/2018,Pinellas Park , FL,{CAK} Bright light moving at a steady pace with slight directional changes from north to south
2/13/2018,2/13/2018,Sarasota, FL,{cak} Bright glowing red orange shape moving north to south then changing votes west.
2/12/2018,2/12/2018,homestead, FL,"{cak} I went out for smoke & heard a hellicopter looked up & there it was 2circle objects flying with a hellicopter behind them, WOW I couldn't wait for this I wouldn't Stop looking untill I seen a good one and I did,check out my area for activity please."
2/10/2018,2/9/2018,Lehigh Acres, FL,"{jpg} Low flying orbs of light, moving fast above my head. Appeared to be flow through the air as if riding air currents."
2/9/2018,2/9/2018,Mulberry, FL,"{jpg} Seen in photo afterwards, object near sun, unable to see due to proximity to sun"
2/6/2018,2/6/2018,Jacksonville, FL,{jpg} My son noticed this white object flying above us on the way to school this morning.
2/5/2018,2/5/2018,FL, US,{jpg} one flips around and changes color shape like diamond other cigar shape
2/4/2018,2/4/2018,Port st lucie, FL,{jpg} I observed a black hollowed out rectangular object flying south to southwest slwly faster than a ballon and after passing a tree line it suddenly disappeared.
12/8/2018,4/25/2018,Gulf shores, FL,{jpg} Sitting on the balcony at our condo come across the ocean stopped right in front of us four huge lights blink on then it disappeared no noise there were three objects bright fiery reddish-orange.
9/13/2018,5/1/2018,Lakeland, FL,{cak} Saw on Video: Controlling Your Distance link.
8/25/2018,4/10/2018,Not sure, FL,{rjl} Black teardrop object shapeshifter into long black cloud like trail
6/18/2018,5/21/2018,Daytona Beach, FL,"{rjl} At park, owl flew in front of car, landed 3 feet away. Took 4 photos. Found glowing rings when photos were printed."
5/31/2018,5/25/2018,Pensacola beach, FL,{td} More of a square shape with a soft white and sometimes reflective look.
5/31/2018,5/31/2018,Orlando, FL,"{td} Driving S on turnpike, thought it was a helicopter, got close, looked like a submarine in the air. no propeller, just massive struts."
5/28/2018,5/25/2018,Tampa, FL,{td} bunch of lights playing with my laser pointers
5/28/2018,5/9/2018,my back yard, FL,{td} I was alone in my back yard when I hit a UFO with my lasers pointers and it emerged from the clouds after it stopped raining
5/26/2018,5/4/2018,bradenton, FL,{td} triangle like
5/25/2018,2018-05-00,Palm coast , FL,"{rjl} Did not see UFO, somebody leaving bedroom found item in neck looked like bug stinger"
5/24/2018,5/23/2018,Stuart, FL,{rjl} Dark triangular craft soared overhead with 3 bright red lights on all points
5/24/2018,5/8/2018,Hollywood, FL,"{rjl} Three star-like objects with unusual flight paths and hovering, in the NE sky over the Atlantic Ocean at Hollywood Beach, Florida."
5/17/2018,5/10/2018,Ocoee, FL,{cak} Blue Green dot
5/16/2018,5/16/2018,PENSACOLA BEACH, FL,{cak} 8 SPOT LIGHTS IN STRAIGHT ROW IN SKY BELOW DARK STORM CLOUDS
5/14/2018,5/13/2018,Pensacola, FL,"{cak} Went to have a cigarette outside, looked up, and saw a light that shouldn't have been there."
5/11/2018,5/11/2018,Cape Canaveral , FL,{td} UFO Bussed the Falcon 9 launch today at T-1:23 sec prior to launch
5/9/2018,5/9/2018,Delray Beach, FL,{td} Three vapor trails that seemed to emerged from one point behind a cloud.
5/9/2018,5/8/2018,Orange Park , FL,"{td} It had happened Friday, Monday and Tuesday. I am not the only witness."
5/8/2018,5/7/2018,Fort Myers Beach, FL,{td} Star-like object rapidly descended toward horizon initially like shooting star then changed course
5/7/2018,5/6/2018,Trinity, FL,"{td} I saw what looked like a star at first, but then it would pulse and completely disappear then com back. It would get so bright it would cause my phone camera to lose focus. Clear skies no clouds."
5/5/2018,5/5/2018,Sunrise, FL,{jpg} two ufo look like a star but it was to low it was moving and it change to different colors lifht blue green orange and pink it eas not a plane because it had no wings and it s lighrs did nor turn off and on like an airplane the light keep on no heli
5/5/2018,5/1/2018,Orlando , FL,{jpg} Went straight up into air was not a rocket also see something in top of video
5/4/2018,4/28/2018,Homestead , FL,{jpg} Visited Coral Castle took still photos noticed object when I arrived home and observed photos. In Third frame not second frame one second beforehand
5/2/2018,4/30/2018,Mims, FL,{jpg} Mysterious Rock
4/29/2018,4/29/2018,FL, US,Reptilians warned of doom. sodomized me
4/27/2018,4/27/2018,Jacksonville, FL,{rjl} Observed while walking dogs
4/25/2018,4/25/2018,FL, US,"{rjl} small blinking lite in the sky, then steady lite"
4/25/2018,4/23/2018,Pensacola, FL,"{rjl} Blinking lights in the sky, not sure if it was multiple crafts or just multiple lights on one giant craft craft"
4/18/2018,4/17/2018,Lakleand, FL,{cak} Saw an orange orb hover over the Lakeland power plant for about five minutes.
4/17/2018,4/16/2018,Jacksonville, FL,{cak} Several UFOs in sky
4/17/2018,4/16/2018,Port Charlotte, FL,{cak} Opaque triangular(boomerang) type craft(possibly two in close formation) crossed over our deck last night. 5 or 6 lights on fast moving object (objects)
4/17/2018,4/17/2018,Sarasoda, FL,{cak} There were 4 lights shaped in a V that flew through the sky in in same position and one light that moved around to the west of the craft(s). The moving light came close to the others then far away. They all moved quickly.
4/16/2018,4/16/2018,Orlando, FL,"{cak} Near UCF, light blue flash, looked like a UFO a movie would depict something entering"
4/15/2018,4/14/2018,Port Charlotte, FL,{cak} Object randomly pulsated directly above witnesses (2) great height. One bright beam emission. Unknown Altitude
4/11/2018,4/4/2018,Geneva, FL,{td} Multiple contact by human initiated contacts
4/8/2018,4/2/2018,Naples, FL,{td}very shiney construction scaffle desended from cloud then moved off west very fast
4/3/2018,4/1/2018,new port richey , FL,{jpg} flying non-reflective black disc flying overhead with no vapor trail
12/6/2018,7/22/2018,Lehigh Acres, FL,{jpg} Very large fllying saucer white solid change shape with movement then fading away
11/11/2018,7/1/2018,Sanford, FL,{cak} Did not see one this time
10/9/2018,7/29/2018,Miami Beach , FL,I saw bright trail in early morning sky.
10/7/2018,6/21/2018,Kenneth city, FL,{tjd} Looked up in the sky and saw a glowing orb next to the moon
9/8/2018,7/7/2018,Gainesville, FL,{jpg} Several sightings over a few months.
9/7/2018,7/6/2018,St. Augustine, FL,{jpg} flying object IN my house seem to be searching for something
8/17/2018,6/12/2018,Ocala, FL,"{cak} Took picture of possible tornado, reviewed pic then observed objects"
8/14/2018,7/31/2018,Palm Beach Gardens, FL,"{cak} A flat, Nonreflective, dull-black, 2-dimensional circle"
7/29/2018,7/27/2018,Kissimmee , FL,{rjl} UFO descended above tree top behind 8th floor room displayed randomly rectangular lights flickering RedBlue White hovering then slowly moving towards north lifted banked to left hovering landed out of view behind building
7/27/2018,7/27/2018,jacksonville, FL,{cak} similar to iridium flares but I have never seen between 6-10 flares 1 after another.
7/26/2018,7/23/2018,Wesley Chappel, FL,{cak} Saw a green fireball directly overhead moving very fast to the west. It was visible to me and another witness for a very short time.
7/26/2018,7/7/2018,Orlando airport, FL,{cak} UFO flew past the aircraft I was traveling on from Dublin Ireland to Orlando Florida maybe 15 minutes from landing at mco the sighting occured
7/25/2018,6/29/2018,FL, US,{cak} It had a lot of light and it left some kind of blue and orange clouds/smoke
7/23/2018,7/23/2018,Melbourne , FL,{cak} One reddish orb to the right (east) two orangish-yellow orbs to the the left (one above the ot the other) equilateral triangle approx. 5 miles per side
7/23/2018,7/23/2018,Bradenton , FL,{cak} disk-like green-blue light appeared in the middle of the sky zoomed across and flew out of sight
7/23/2018,7/23/2018,Palm coast , FL,"{cak} Bright green light, disappeared quickly , all lights turned off on street, and a cold sensation"
7/23/2018,7/23/2018,Lakeland, FL,{cak} Large green comet-like glowing ball descended quickly into the clouds and faded away
7/22/2018,7/14/2018,Port Saint Lucie , FL,"{cak} Walked outside, immediately seen rising from treetops southeast torwards northwest direction, there were 3 in a triangle shape when I pulled out my cell, the leading unidentified light disappeared. I filmed what is shown."
7/22/2018,7/22/2018,Miami Lakes, FL,{cak} Hovering light and moving very fast
7/22/2018,7/22/2018,Orlando, FL,{cak} Saw orange pulsating star shaped object geometrical shape light poles center bright and pulsating outside geometric web like halo also glowing center was round and brightest hovering aboveboard main road almost 2am in my drive home too big for drone
7/22/2018,7/22/2018,Orlando, FL,{cak} It looked like a rocket going up but was way too big
7/21/2018,7/20/2018,Mims... Everywhere I go, FL,{td} They are there every day and night in observational formation. They follow me everywhere I go. Everywhere.
7/19/2018,6/23/2018,FL, US,Bright light flying in sky with a smoke trail
7/19/2018,7/18/2018,Tampa, FL,{td} UFO flying. Immediate change of directions
7/18/2018,7/17/2018,Pensacola , FL,It's a transparent alien that is stalking us
7/17/2018,7/7/2018,Winter Garden, FL,"{td} While driving to Winter Garden Village, stopped in traffic, I noticed a pulsating light that changed colors hovering above my vehicle."
7/14/2018,7/11/2018,Tallahassee, FL,{jpg} circle of lights stationary in the sky for several hours
7/13/2018,7/12/2018,Cape Coral, FL,{jpg} UFO or drone spotted in SW Cape Coral
7/12/2018,7/2/2018,Pembroke Pines, FL,{jpg} Thought it was the seven flames of the throne of God And ive been seeing eltromagnetic energy at the 22 33 44 55 and see the numbers on the clock
7/12/2018,7/8/2018,Downtown orlando, FL,{jpg} White light blinking randomly moving staggering across sky.
7/11/2018,7/3/2018,West Palm Beach, FL,{jpg} Taking pictures of birds and notice those 2 objets when I look on my computer
7/10/2018,7/10/2018,Deland, FL,{jpg} diamond object in sky with a definite pattern of black dots.
7/10/2018,7/7/2018,Orlando, FL,{jpg} Three orb/sphere like objects flying over a lake in Orlando. One seemed to crash
7/8/2018,6/6/2018,Minneola, FL,{jpg} Shiny Silver Tube Shaped UFO dumps chemtrail
7/6/2018,6/19/2018,FL, US,a long train like object silver and bright
7/5/2018,7/4/2018,Melbourne, FL,Fire orange orb with internal chevron structure came directly overhead and ascended steadily until out of sight
7/4/2018,7/4/2018,Stuart, FL,"I think 4th of july fireworks sent then entity out of the area, not a plane or anything we know"
7/3/2018,7/2/2018,Jensen Beach, FL,"{dr}first view of whatever it was i noticed 4 lights 2 red and 2 green, like on a giant wing, moving setting, like on a jet angeled slightly backwards, as it moved south it the turned right to the south west and became 3 red lights in a triangle pattern."
7/2/2018,7/2/2018,Lake worth, FL,{dr}Steady red circle lights in a barbell formation with 1 external flashing green light.
6/29/2018,6/29/2018,FL, US,(td} lightnthat transformed dramatically
6/18/2018,6/18/2018,Lakeland, FL,{rjl} I am under alien abduction
6/17/2018,6/13/2018,Key West, FL,"{rjl} Large, translucent looking sphere moving in an irregular path over Gulf of Mexico, west of Key West. Object appears in three out of four photos."
6/14/2018,6/13/2018,west park, FL,{cak} Red/white Bright star like object moving fast towards the NE approx 2 miles away from us
6/12/2018,6/12/2018,port charlotte, FL,"{cak} lightning struck, and a blob"
6/10/2018,6/9/2018,Daytona Beach, FL,{cak} brilliant pulsing orb observed while walking my dogs.This happened two times last night.
6/6/2018,6/5/2018,FL, US,{jpg} Object emmiting light switching between hovering and moving
6/1/2018,6/1/2018,tallahassee, FL,{td} starlike object at 30-50k ft. altitude. Stationary at first about 5 degrees east of zenith at 745pm EDT. graually moving west in straight line. No flashing or flickering.
1/14/2019,9/14/2018,CLEARWATER, FL,"{rjl} IRRIDESCENT, SHALLOW-"
1/11/2019,8/17/2018,Key West Florida, FL,"{cak} frend & I balcony of Royal Carribian cruise ship upon return from party. Noticed 2 balls light darting in and out water, moving in unisen at times. They came togeter facing us still, then started slowly toward us, so close we ran into cabin."
11/6/2018,9/8/2018,Port Canaveral, FL,"{jpg} At sea, observed 3 objects in v shaped formation, north bound."
10/18/2018,9/5/2018,Altamonte Springs, FL,"{rjl} Sphere elevating, hovering, stopped in the air then accelerated very quickly."
10/12/2018,9/29/2018,The Villages, FL,{tjd} It was an alien encounter in my home (I think)
10/7/2018,9/23/2018,Pensacola , FL,{tjd} Hovering over water
10/7/2018,9/27/2018,Vero Beach, FL,{tjd} Airplane traveling towards me disappears after being hit with enormous red light on bottom
10/1/2018,9/29/2018,Ft. Myers Beach, FL,"{jpg} On September 29, 2018 at about 9 pm, my husband and I saw what appeared to be a gray cloud moving quickly covering the stars in its path. It made no sound and looked like a boomerang."
10/1/2018,9/30/2018,Clermont, FL,{jpg} 3 lights in formation strangely bobbing and changing direction followed by what looked like a shooting star
10/1/2018,9/28/2018,Titusville, FL,{jpg} Triangle shape three white lights hovering. They moved one by one
9/29/2018,9/29/2018,Port Richey, FL,{jpg} Looked up trongle ith three white lights no sound low in sky flying south told wife to look and she observe it
9/29/2018,8/15/2018,Melbourne , FL,"{dr}Round, stead silver white, slowly steady fading out over 30 sec until it was no longer visible"
9/28/2018,8/18/2018,Santa Rosa Beach, FL,{dr}I was in the car when I saw it and I got a really good picture.
9/28/2018,9/27/2018,Ocala, FL,{dr}First appeared as just a stationary white spot at a very high altitude at approximately 5PM as I was sitting on my patio.
9/27/2018,9/27/2018,Ocala, FL,{dr}We saw a doughnut-shaped object with lights. It didn’t move. We couldn’t see it after dark.
9/27/2018,9/27/2018,FL, US,{dr}Large Ovular like stationary object in the sky
9/24/2018,9/24/2018,Zephyrhills, FL,{dr}Large red object that hovered for a minut and flew off with red trail
9/22/2018,9/20/2018,FL, US,{rjl} Amazing detail of the exoskeleton.
9/17/2018,9/11/2018,Gulf Breeze, FL,{rjl} Two objects flying high rate of speed diappear
9/15/2018,8/18/2018,Tampa , FL,{cak} It was shaped like a tic tac and I seen three going in and out of clouds and across the sky slowly
9/14/2018,9/14/2018,coral springs, FL,"{cak} 2 black saucers ( not sure if small) flying with twists and turns , equal distance from each other , and consistant height"
9/11/2018,9/10/2018,Punta Groda, FL,{cak} Seen egg-like object letting of stream
9/6/2018,9/6/2018,Bradenton, FL,{jpg} Two bright orbs with jet chase
9/6/2018,9/1/2018,Clearwater, FL,{jpg} I stepped out onto my balcony to smoke a cigarette look up into the night sky and saw only one star. It looked strange.
9/6/2018,9/6/2018,FL, US,{jpg} went out to smoke & something caught my eye to the NE of me and it moved west slowly
9/5/2018,8/7/2018,Navarre , FL,{jpg} Very bright light hover thenkind of folded into itself and disappeared
9/2/2018,9/1/2018,Saint Petersburg, FL,Large solid red sphere shape remained perfectly stationary for about 5 minutes then began blinking green very bright and vivid to large and to still to be any known aircraft fell below horizon matained brightness was at cloud level lots of lightning aroun
9/2/2018,9/1/2018,Altamonte springs, FL,{jpg} Move right leaving trail in sky then hover before move left .
8/29/2018,8/29/2018,FL, US,{td} Laying in bed and suddenly three orbs fly past window silently. Was on second story.
8/28/2018,8/28/2018,gainesville, FL,{td} It was nothing that I have ever seen and I look up every morning
8/26/2018,8/25/2018,Jacksonville, FL,fore {td} Driving West right be95n I10 split in Jacksonville FL i witnessed a ufo fly directly overhead due west then vanish into the atmosphere. No sound slow speed maybe 80 mph
8/26/2018,8/26/2018,FL, US,{td} Cigar craft daylight cruising
8/25/2018,8/19/2018,Indian Harbour Bch , FL,2 sets of extremely bright white lights on shape of football
8/23/2018,8/18/2018,N Miami, FL,"{rjl} Showed in nighttime. Cell phone photo,looking North over condo"
8/23/2018,8/15/2018,Sanford, FL,{rjl} Star-Like Object moving at fast speed in one direction.
8/23/2018,8/21/2018,Stuart, FL,"{rjl} Object was traveling south high rate of speed, running parallel but much lower with a airplane"
8/21/2018,8/21/2018,Orlando, FL,Noticed Trails in formation in Sky was very high above the cloud cover as objects would disappear behind the clouds appear to be in formation but super fast unlike any normal military jet or commercial jet flying into the airport at the same time I observ
8/19/2018,8/19/2018,Orange Park, FL,{rjl} Solid bright red just before and while moving; blue or green flashing when stationary
8/16/2018,8/15/2018,Pensacola, FL,{cak} silver 18 to 24 inch long dart shaped object
8/14/2018,8/14/2018,Gainesville, FL,{cak} My security camera picked it up
8/12/2018,8/12/2018,Daytona beach, FL,{cak} 2 in perfect formation followed by 4 single same track
8/11/2018,8/10/2018,FL, US,"{jpg} Blue green Light trailed behind a silver object, left cloud trail behind for a few seconds"
8/11/2018,8/5/2018,Plant city , FL,{jpg} Saw a light in the sky that flashed lights when addressed and followed requests after a week of odd events
8/8/2018,8/4/2018,FL, US,{jpg} Large round red light with across shape like comping outs of the red ball
8/8/2018,8/8/2018,Saint Cloud, FL,{jpg}Saw two lights no bigger or brighter than a star moving south to northeast in tandem. One appearing to be in front the other in the back and moving in a perfectly straight line. Possibly on entity with two lights. Lights slowly dimmed out of view.
8/6/2018,8/6/2018,FL, US,{jpg} Weirdly slow lights in an unusual triangle shape.
11/26/2018,10/30/2018,Sanford , FL,{tjd} Unknown entity in my house
11/3/2018,10/20/2018,FL, US,{tjd} Blinking morse code light above moving clouds. Happened twice then saw v shaped ufo cross skyline
11/1/2018,10/31/2018,Gainesville, FL,{tjd} I saw a large triangular object flying anf then descending to a treetop nearby “Texas trailers” on 441
10/31/2018,10/27/2018,FL, US,{tjd} It was very difficult to ignore.
10/29/2018,10/28/2018,Panama City Beach , FL,{tjd} Was walking north towards truck. Noticed orange light in sky. Took to camera pictures tried one video but disappeared
10/28/2018,10/23/2018,Alys Beach, FL,{tjd} My wife and I were biking west to Alys Beach along 30A from dinner @ Rosemary and saw two different colored orbs
10/26/2018,10/26/2018,Jacksonville, FL,"{cak} Object appearing in corner of eye, traveling at speeds greater than mach 1"
10/26/2018,10/25/2018,Sunrise , FL,{cak} randomly saw the ufo spying on me seen it through my window so I looked out my window it disappear before I get to look at it. The ufo was 20 ft from my house. I woke up 5 am hearing a very loud bang on my Window. It open my door trying to attack
10/26/2018,10/24/2018,Nokomis, FL,"{cak} I did not see or witness the UFO event. I was taking photos of the sunset and when I looked at the photos, in two of them, the UFO-like object appeared."
10/24/2018,10/24/2018,FL, US,"{cak} This is the second time I've seen a hovering object off this coast the first was the other day only October, 21st, hovered pretty night in the sky but under clouds and was white. Today's was at the location above started as just hovering floating."
10/23/2018,10/23/2018,Largo, FL,{cak} I saw a trinagular shaped object with four lights. It was completely silent traveling across the sky.
10/21/2018,10/21/2018,Bokeelia, FL,{cak} Orb approached jet on landing path to ft Myers airport followed for 1 mile and then backed off and flew off
10/20/2018,10/20/2018,Miami, FL,{rjl} Craft with 6-7 lights also reflecting the sun high up in the sky stationary but spinnin then disappear
10/19/2018,10/19/2018,FL, US,{rjl} cloaked UFO spotted in north eastern sky
10/19/2018,10/15/2018,Miami International Airpo, FL,{rjl} Large red coloured H shaped too far away to see any screens or windows
10/18/2018,10/17/2018,Jacksonville, FL,{rjl} Star like appearing disappearing shooting across the sky
10/17/2018,10/13/2018,Clermont, FL,{rjl} 4th Reappearance and final
10/17/2018,10/7/2018,Clermont, FL,{rjl} Third reappearance
10/17/2018,10/5/2018,Clermont, FL,{rjl} Second reappearance
10/17/2018,10/17/2018,Parkland, FL,"{rjl} reddish light gaining altitude, same color tail at first followed by wake arc of light in front of object"
10/16/2018,10/16/2018,LEHIGH ACRES, FL,"{rjl} sight lasting about 2-3 sec. sudden appearance of orb descending. first thought, plane, but too fast yet slower than meteor, then blinked out before reaching horizon. too big, too slow to be meteor. est impact 50 mi off SANABEL"
10/15/2018,10/4/2018,Tampa, FL,"{rjl} Very low, no lights, no sound. Not large. No bigger than a small plane. Dark or grayish. Vaguely triangular or cone shaped."
10/15/2018,10/15/2018,Auburndale, FL,{rjl} Saw what looked like a silver flying object disappear
10/14/2018,10/11/2018,Key largo, FL,{rjl} Each wing was the length of a football field.really big
10/13/2018,10/12/2018,Loxahatchee , FL,{tjd} I was taking my dog outside at when I looked up and saw 2 strange looking craft flying in formation with no sound
10/12/2018,10/12/2018,jacksonville, FL,{tjd} 30 to 40 white orbs flying together in a boomerang formation
10/12/2018,10/12/2018,Orlando, FL,{tjd} A large craft and smaller triangle crafts interacting
10/11/2018,10/11/2018,Green Cove Springs, FL,{tjd} Extremely fast-moving aircraft with red lights on side moving N-S in straight line
10/9/2018,10/8/2018,Land O'Lakes, FL,{tjd} Noticed objects in pics of morning sunrise. 2 pics approx 3-5 sec apart
10/4/2018,10/3/2018,Kissimmee , FL,{jpg} Very loud roar. Flying low and slow. Excelerated and rose higher. Turned NE and was out of sight. The only visible objects were the 3 vertical blinking lights.
10/3/2018,10/3/2018,CLERMONT, FL,{jpg} Clermont Lights
10/3/2018,10/2/2018,Jensen Beach, FL,"{jpg} One disc that changed into a triangle and also into a cone, fluttering, and then up to 10 discs mostly stationary, all with rotating lights."
10/3/2018,10/2/2018,spring hill, FL,"{jpg} Super fast bright orb, with trail, westbound flight followed by full sky flash"
1/14/2019,12/15/2018,Arcadia, FL,{rjl} Lighting strike above me and sky lite up there it was right in front of me approx 500 ft. Saw a large object glowing a blueish shinning color. 90 degrees above the horizon.SE of me.
1/1/2019,12/31/2018,The Villages, FL,"{dr}Saw a bright white and red light under the clouds at night, then saw three hovering objects. They hovered and left quickly."
12/28/2018,11/20/2018,Indian Rocks Beach, FL,{tjd} Thought I was watching some military training from SOCOM and was attempting to identify what type of aircraft were flying around.
12/28/2018,12/27/2018,Spring Hill , FL,Year like or inside down cine with Bright light
12/26/2018,12/26/2018,south of Ft. Lauderdale, FL,{tjd} disk shaped moving eastward about 15 miles per hour. Watched it for 5 minutes and took video as driving north on Florida Turnpike.
12/25/2018,12/19/2018,Ruskin, FL,{tjd} After taking photos at a pistol range I discovered unknown objects in the sky directly above the subject
12/23/2018,12/23/2018,Cape Coral, FL,{tjd} Steady green light traveling SE. Exited vehicle to observe and it started to hover. Then took off after quick directional change.
12/22/2018,12/22/2018,Longwood , FL,{rjl} Looking at Solice moon and objects appearef.
12/22/2018,12/12/2018,North Port, FL,"{rjl} Smell of Ammonia at last few seconds of siting and maybe 1 - 2 minutes after. It went west-ward for maybe 30 seconds then turned east for another 10 seconds, then back west for another 15 seconds and slowly disappeared."
12/22/2018,11/27/2018,FL, US,{rjl} photo from plane window
12/19/2018,12/19/2018,Pompano Beach, FL,{3 steady lights. 1 craft. Sharp turn up to the clouds and disappeared
12/17/2018,12/17/2018,port st lucie, FL,{rjl} fast moving shape shifting light
12/16/2018,12/15/2018,Cocoa Beach , FL,{rjl} 10 orange orbs flying in straight line equidistant west to east flying into cloud cover over Atlantic Ocean
12/11/2018,12/11/2018,Pensacola, FL,{cak} String of bright lights thru trees outside window blinking on and off together at two heights.was
12/9/2018,12/9/2018,Pompano Beach , FL,"{cak} High altitude craft extremely fast very short contrail,"
