state_long,state_short,city_state,mj_legal,lat,long,sighting_date,short_description,,
Minnesota,MN,red wing MN,Yes,44.5818,-92.6041,7/31/2018,"{jpg} it was above tree top level across the bay about a mile away, moving about 38/40 mph",,
California,CA,Redding CA,Yes,40.5698,-122.365,2/13/2018,{rjl} Just Saw lights,,
California,CA,Redlands CA,Yes,34.0512,-117.171,5/21/2018,"{rjl} Witnessed tetrahedron shaped craft approximately 15,000 feet move slowly West to East stop then go back West and disappear.",,
California,CA,Redlands CA,Yes,34.0512,-117.171,6/15/2018,{cak} Went outside to smoke about 959 and looked towards SE saw light that looked out a place looked like flying jelly fish.,,
Oregon,OR,Redmond OR,Yes,44.2632,-121.1798,7/28/2018,"{rjl} Red light hovering, dropped suddenly, began blinking, moved like a plane behind tree. Got witness, another drop out of sight",,
California,CA,Redondo Beach CA,Yes,33.8574,-118.3766,2/6/2018,"{jpg} Evening walk. Fuzzy orb light in west, plumes top & bottom. Appeared stationary, moved rapidly overhead to south. Plume appearance changed then vanished.",,
California,CA,Redondo Beach CA,Yes,33.8574,-118.3766,10/17/2018,{rjl} Saw v formation 5 to 7 red blinking lights from 2nd story deck heard loud roar,,
California,CA,Redwood city CA,Yes,37.5026,-122.2251,5/14/2018,{cak} Noticed object up high hovering took 2 pictures with cell normal and max zoom.,,
California,CA,Redwood City CA,Yes,37.5026,-122.2251,6/23/2018,"{jpg} I took a long exposure photo; over 30 seconds, it appeared, went in a line, then disappeared.",,
California,CA,Redwood City CA,Yes,37.5026,-122.2251,10/6/2018,{tjd} Four orbs hovering in a formation. Two orbs separated like shooting stars and stopped again to hover.,,
California,CA,Redwood City CA,Yes,37.5026,-122.2251,10/6/2018,{tjd} Saw 4 lights in the sky w awkward movement then they made a line and after they disappeared one by one.,,
Wisconsin,WI,Reedsburg WI,No,43.5346,-89.9971,11/14/2018,{rjl} bright white light that changed colors and shapes,,
North Carolina,NC,Reidsville NC,No,36.3379,-79.6726,12/12/2018,{cak} driving down highway at midnight and seen an aircraft hovering over the trees. It appeared to be triangle shaped with 3 bright whit,,
Nevada,NV,Reno NV,Yes,39.5487,-119.8486,2/2/2018,{tjd} It looked like a full moon pulling our crescent moon,,
Nevada,NV,Reno NV,Yes,39.5487,-119.8486,3/30/2018,{td} Ultra slow craft crosses northern Nevada sky,,
Nevada,NV,Reno NV,Yes,39.5487,-119.8486,5/4/2018,{td} Four strange lights over south Reno,,
Nevada,NV,Reno NV,Yes,39.5487,-119.8486,7/10/2018,{jpg} It was hovering over downtown reno a min or two then slowly moved towered our direction. It had 3-4 bright orange lights. It passed right over over apt complex and dis not make a noise. It was huge,,
Nevada,NV,Reno NV,Yes,39.5487,-119.8486,7/14/2018,{td} Yellow orange glowing spheres over Pavine Mountain,,
Nevada,NV,Reno NV,Yes,39.5487,-119.8486,8/7/2018,"{rjl} Photo taken of sun setting over mountain, UFO in corner of frame",,
Nevada,NV,Reno NV,Yes,39.5487,-119.8486,8/19/2018,{rjl} It had a few white flashing lights coming out one end when I looked through the telescope on the short video on freeze frame.,,
Nevada,NV,Reno NV,Yes,39.5487,-119.8486,12/5/2018,{cak} Octagon shaped silver object with a bright light in the bottom center of the flying object.,,
Nevada,NV,Reno NV,Yes,39.5487,-119.8486,12/12/2018,"{tjd} My daughter in law, son, and I went out to the balcony that faces NE in Reno Nevada on 12/12/2018 and saw lights flashing over the city of Reno Nevada, so I recorded it and it appears to be a UFO.",,
Washington,WA,Renton WA,Yes,47.4757,-122.1904,6/11/2018,{jpg} I have it on cell phone camera 1 hovering 3 information plus implant in arm with scare,,
Massachusetts,MA,Revere MA,Yes,42.4188,-71.004,9/2/2018,{jpg} Red light changing direction in night sky,,
Ohio,OH,REYNOLDSBURG OH,Yes,39.9588,-82.7943,8/7/2018,"{rjl} Bright light outside my window, hovers, then ascends with blinking lights until it vanished",,
California,CA,Rialto CA,Yes,34.1128,-117.3885,12/16/2018,{rjl} Two light blinking right after the other. Could not see the shape of the object was too dark,,
Wisconsin,WI,Rice Lake WI,No,45.4862,-91.7448,7/4/2018,"{dr}Bright Star flew in from south, arced to the east, increased speed",,
Texas,TX,Richland Hills TX,No,32.8095,-97.2273,5/7/2018,"{td} Saw bright light almost overhead. Used zoom lens app on cellphone to take photo, then zoomed in more spreading fingers on screen. Then took screenshot! To naked eye, it was a round, bright light. When zoomed, it was a boomerang.",,
Washington,WA,Richland WA,Yes,46.2828,-119.2939,5/24/2018,{rjl} We took a photo of an airplane coming at us.,,
North Carolina,NC,Richlands NC,No,34.9004,-77.5421,3/24/2018,{rjl} I opened the back doorbell to my house to let the dogs out and there they were. 5 of them total I have a live picture on my iPhones,,
California,CA,Richmond CA,Yes,37.9477,-122.339,11/19/2018,{tjd} Appeared as extremely bright star slowly moving across the sky,,
Indiana,IN,Richmond IN,No,39.8318,-84.8904,3/11/2018,{td} Saw bright light watched it long time have some unbelievable pictures,,
Virginia,VA,Richmond VA,No,37.5294,-77.4755,2/9/2018,{jpg} Glowing orb that emitted waves of light and changed direction,,
Virginia,VA,Richmond VA,No,37.5294,-77.4755,4/11/2018,{td} Was looking up at sky saw huge flash of light then continued to observe object,,
Virginia,VA,Richmond VA,No,37.5294,-77.4755,4/14/2018,{cak} I took a picture out of my sunroof because it was finally a nice spring-like day. My daughter noticed the photo has a turquoise sphere. We zoomed in on the photo and the sphere looks like it has a grid pattern of lights.,,
Virginia,VA,Richmond VA,No,37.5294,-77.4755,7/4/2018,{dr}Orbs in triangular formation spread into larger triangles a then one darted away,,
Virginia,VA,Richmond VA,No,37.5294,-77.4755,7/9/2018,"{jpg} UFO Disc Daytime Sighting While Exiting I-295 W onto I-95 S Outside Richmond, VA",,
Virginia,VA,Richmond VA,No,37.5294,-77.4755,9/8/2018,{cak} Just left the airport heading to Williamsburg. Flash of light then Diamond shape vehicle appeared from bottom up,,
Virginia,VA,Richmond VA,No,37.5294,-77.4755,9/22/2018,"{rjl} Driving South on Rt. 1, I saw a series of 10-15 colored lights in the sky at about 35 degrees off the horizon slightly to the east. The lights continued eastward and disappeared behind a large stand of trees. I reversed direction and saw",,
Virginia,VA,Richmond VA,No,37.5294,-77.4755,10/17/2018,"{rjl} Very small, white, cigar shaped object that moves slowly across sky.",,
South Carolina,SC,Ridgeville SC,No,33.09,-80.3071,8/12/2018,{rjl} Egg shaped object came down below yard light and turned 3' from ground and shot straight back up and came down again a few min later and me and my friend ducked cause we thought it was going to hit us,,
Virginia,VA,Ridgeway VA,No,36.5781,-79.8583,4/17/2018,"{cak} Me and my wife observed several of what we thought to be stars move stop change direction stop and shoot straight up out of vision, for several hours.",,
Colorado,CO,Ridgway CO,Yes,38.1591,-107.7531,5/1/2018,{cak} We have video taken from our home security cameras of craft. It happened early in the am. The video of as taken showing multiple craft hovering slowly above the tree line about 100 feet from our home. The video shows the craft rotating slowly and moving,,
Pennsylvania,PA,Rimersburg PA,Yes,41.0409,-79.5024,11/11/2018,{tjd} Silent boomerang shaped slightly transparent object moving slow and low SE,,
Texas,TX,Rio Hondo TX,No,26.2347,-97.5818,9/27/2018,{dr}Saw extremely bright light for a few seconds then disappeared.,,
California,CA,Riverside CA,Yes,33.9382,-117.3949,9/9/2018,{cak} Were swimming in pool with family in middle of the day. Suddenly we started seeing white orbs flying across the sky it was striking me and my kids witnessed at same time .different color orbs mostly white look like stars in middle of day.,,
Virginia,VA,Roanoke VA,No,37.2784,-79.9581,6/30/2018,"{td} Object observed overhead. Air traffic not uncommon in area. This caught my eye because it was obviously a wingless craft, flying in a straight line, without any noticeable emission. Or noise.",,
Virginia,VA,Roanoke VA,No,37.2784,-79.9581,7/5/2018,{jpg} Only observed UFO when checking photos taken,,
Virginia,VA,Roanoke VA,No,37.2784,-79.9581,9/19/2018,{rjl} UFO I saw earlier returned same place same position this time you could hear helicopter approaching from behind the UFO when it came into view it was not a helicopter but a bright flashing light in the middle of the light was a red light and a small,,
Virginia,VA,Roanoke VA,No,37.2784,-79.9581,12/7/2018,"{jpg} I need help!!! Every night don't know what it is, I can prove it.",,
Idaho,ID,Roberts ID,No,43.721,-112.1283,1/1/2018,"{dr}Red beam chasing black ufo, also metallic hovering balls, and a huge glowing star like object.",,
Michigan,MI,Rochester Hills MI,Yes,42.6645,-83.1563,6/5/2018,{jpg} Was This Star Like Fast Moving UFO a Satellite or a UFO??,,
Michigan,MI,Rochester Hills MI,Yes,42.6645,-83.1563,10/16/2018,{rjl} *** Weird star like object seen at night moving slowly across Rochester Hills Michigan!,,
Illinois,IL,Rochester IL,Yes,39.749,-89.5459,7/21/2018,"{cak} Object moving what appeared to be 1,000mph at around 45-60 miles in the sky. 90degree turn, stopped immediately for a brief second, then looped in a circle gaining speed, then disappeared.",,
Indiana,IN,Rochester IN,No,41.0591,-86.196,8/2/2018,{jpg} Star like object Black diamond orange light,,
New York,NY,Rochester NY,Yes,43.1681,-77.6162,2/20/2018,{rjl} curved boomerang with at least a dozen bright round lights rapidly traversed a clearing sky,,
New York,NY,Rochester NY,Yes,43.1681,-77.6162,2/21/2018,{jpg} UFO was spotted for about 15 secs then it disappeared,,
New York,NY,Rochester NY,Yes,43.1681,-77.6162,2/27/2018,"{td}a blinking blueish white light, that jumped from one place to the next",,
New York,NY,Rochester NY,Yes,43.1681,-77.6162,4/21/2018,"{rjl} Started Sat night with first sighting, ended Sun morning with three more sightings within 1 hour.",,
New York,NY,Rochester NY,Yes,43.1681,-77.6162,5/2/2018,{jpg}I was on my porch looking up at the sky around 7 p.m. maybe I looked and seeing this flashing brilliant Lite over the building across from my house if Flash to the size of a golf ball then it faded away and appeared at a different spot maybe 15 feet,,
New York,NY,Rochester NY,Yes,43.1681,-77.6162,5/30/2018,{td} In Greece ridge mall parking lot looked up and saw tilted circle with gold yellow lights. For about a minute and a half,,
New York,NY,Rochester NY,Yes,43.1681,-77.6162,6/25/2018,"{td} Observed a tiny star like object move a short distance, then fade to an almost invisible dot, only to brighten and fade 3 more times in different portions of the same patch of sky.",,
New York,NY,Rochester NY,Yes,43.1681,-77.6162,8/13/2018,"{cak} Flash like meteor overhead, repeated at several second intervals moved north, then northeast",,
New York,NY,Rochester NY,Yes,43.1681,-77.6162,11/3/2018,"{tjd} We dawn beams ignoring light in the sky in a strange pattern. We then saw a circular ship slowly hovering above us, unlike anything now we'd ever seen.",,
South Carolina,SC,Rock Hill SC,No,34.9413,-81.026,4/27/2018,"{jpg} Appeared large flat disc with some depth at distant, in decent or nose dive came closer was oval disc.",,
South Carolina,SC,Rock Hill SC,No,34.9413,-81.026,4/30/2018,{jpg} could not see object with naked eye but it following plane in a photos I took of plane and it was there.,,
South Carolina,SC,Rock Hill SC,No,34.9413,-81.026,5/19/2018,"{rjl} morphed in shape, dark to cobalt blue then reflective, then into 2 black triangles stacked, then morphed to 4 black orbs kept changing.",,
South Carolina,SC,Rock Hill SC,No,34.9413,-81.026,5/19/2018,"{cak} shape change cobalt blue, silver, orb, box. triangle different types. maybe.",,
South Carolina,SC,Rock Hill SC,No,34.9413,-81.026,6/2/2018,{jph} what a chrome pyramid shape with a black bottom roughly 4-10 ft in size,,
South Carolina,SC,Rock Hill SC,No,34.9413,-81.026,8/3/2018,{jpg} solid glowing yellowish red like burnt orange cylinder object kind of looked like color of fire,,
South Carolina,SC,Rock Hill SC,No,34.9413,-81.026,10/13/2018,"{rjl} Object 1, white changed shaped Objects 2-3, White spheres",,
Illinois,IL,Rockford IL,Yes,42.2594,-89.0646,1/26/2018,"{jpg} Driving down north 2nd, saw object hovering in the sky, at first though it was airplane, followed it and disappeared. Lasted for 10 mins.",,
Illinois,IL,Rockford IL,Yes,42.2594,-89.0646,4/7/2018,{cak} I was thinking I would really like to see a UFO while reading about CSETI. Something in my mind said,,
Illinois,IL,Rockford IL,Yes,42.2594,-89.0646,10/24/2018,{jpg} I saw what I thought were two bright strs in the southern sky shortly after sunset. ne of them began to move away from the other. It then suddenly blinked out.,,
Michigan,MI,Rockford MI,Yes,43.1267,-85.5582,7/6/2018,{dr}Bonfire at our home and we noticed about 8 of them almost communicating and hovering,,
Michigan,MI,Rockford MI,Yes,43.1267,-85.5582,7/7/2018,"{jpg}Gigantic bright pumpkin orange star shape hovered then slowly took off till it could seen amongst stars but it's color stood out. W/in a flash it was right over the house again huge as ever, then took the same path. Could be seen  w/ stars long after",,
Texas,TX,Rockport TX,No,28.0351,-97.0663,8/22/2018,{rjl} Noticed after taking pictures,,
Texas,TX,Rockwall TX,No,32.9169,-96.4379,5/29/2018,{td} I saw an orb above tree line. It split in two. It then became one huge orb. The one huge orb then split in two. At this point I got the feeling it knew I saw it. The orbs danced for twenty seconds then disappeared. I have pics & video.,,
Ohio,OH,Rocky River OH,Yes,41.4703,-81.8526,8/1/2018,{rjl} Glowing Lights Over Cleveland Suburb,,
Arkansas,AR,Rogers AR,Yes,36.3172,-94.1515,3/11/2018,"{cak} We recorded this event and the night before, same object different directions each night.",,
Arkansas,AR,Rogers AR,Yes,36.3172,-94.1515,4/16/2018,{cak} object moved slow and erratic across the sky not a satellite nor plane,,
Indiana,IN,Rome City IN,No,41.4891,-85.3607,9/17/2018,"{rjl} Observed white star-like object that vanished with no sound. NOT a star, planet or plane.",,
California,CA,Romoland CA,Yes,33.7648,-117.1572,5/5/2018,"(td} Got real bright then exploded and glowing debris showered under it. like it's outer shell blew off, like fireworks, eventually gained altitude after roaming around area",,
Michigan,MI,Romulus MI,Yes,42.2237,-83.366,12/17/2018,{rjl} Multiple shapes in or around the clouds. 1st observed rainbow like hew which changed shape then windows appeared.,,
New York,NY,Ronkonkoma NY,Yes,40.804,-73.1258,4/3/2018,{jpg} 2 nights in a row bright white streak (similar to comet) sped across sky & quickly vanished/disappeared,,
Illinois,IL,Roscoe IL,Yes,42.4252,-89.0084,3/10/2018,"{jpg} Lights/orbs hovering, changing direction and disappeared",,
Oregon,OR,Roseburg OR,Yes,43.2228,-123.3519,11/22/2018,{rjl} I seen a Orb shaped thing in the air right before sunrise seen small objects next to it,,
Texas,TX,Rosenberg TX,No,29.5402,-95.8158,12/15/2018,{cak} Thought it was meteor because it was white and descending fast then glowing pink/red when I lost it behind buildings,,
California,CA,Roseville CA,Yes,38.7683,-121.3164,12/19/2018,"{rjl} While photographing strange white contrail, I saw a green flash in my peripheral vision going SW to NE in direction.",,
Michigan,MI,Roseville MI,Yes,42.5074,-82.937,10/14/2018,{rjl} grey glowing cloud like round disk shape. Was in 1 spot then slowly took off then faster then disappeared,,
California,CA,Ross CA,Yes,37.9638,-122.5615,12/22/2018,{rjl} Several pinkish purple star like objects or orbs seen at treetop level,,
Georgia,GA,Roswell GA,No,34.0391,-84.3513,9/22/2018,"{dr}My sister and I were walking through the city of Roswell talking about conspiracies when I noticed a green fireball with a red dot. Considering our circumstances, this was pretty ironic, so I pointed it out to my sister who stared in awe just as I had",,
New Mexico,NM,Roswell NM,Yes,33.3729,-104.5294,11/26/2018,{rjl} Photograph taken from commercial jet above Roswell approaching ABQ,,
Texas,TX,Round Rock TX,No,30.5253,-97.6659,6/23/2018,"{td} Looked like plane but way too fast, stopped, disappeared, reappeared same spot going new direction.",,
Iowa,IA,Rowan IA,No,42.7391,-93.5504,2/1/2018,{td}2 bright pearl like objects vertical to each other,,
Iowa,IA,Runnells IA,No,41.5141,-93.3606,8/8/2018,{cak} black object that dropped fireballs that faded out,,
Florida,FL,Ruskin FL,Yes,27.7065,-82.421,12/19/2018,{tjd} After taking photos at a pistol range I discovered unknown objects in the sky directly above the subject,,
Kentucky,KY,Russellville KY,No,36.8393,-86.895,7/17/2018,{td} White orb 20% the size of the moon.,,
Louisiana,LA,Ruston LA,No,32.5329,-92.6364,11/8/2018,"{dr}group of about 10 objects flew in boomerang shape formation west to east back and forth, with sudden formation change inflight.",,
Nevada,NV,Ruth NV,Yes,39.2793,-114.9899,10/22/2018,{cak} Flying from Atlanta to San Jose. Opened window cover and saw a large circular formation.,,
Maine,ME,Saco ME,Yes,43.539,-70.4624,10/7/2018,{tjd} Looked like a low flying air plane until it stopped to hover above tree tops.,,
California,CA,Sacramento CA,Yes,38.5666,-121.4683,1/28/2018,{dr}Boomerang shaped,,
California,CA,Sacramento CA,Yes,38.5666,-121.4683,2/3/2018,{jpg} Seen two flying plasma crafts,,
California,CA,Sacramento CA,Yes,38.5666,-121.4683,2/21/2018,{rjl} Almost shadow like with two very bright blue lights on each side. Had sharp box like features.,,
California,CA,Sacramento CA,Yes,38.5666,-121.4683,6/9/2018,{cak} have no clue what these are,,
California,CA,Sacramento CA,Yes,38.5666,-121.4683,10/7/2018,{tjd} Bright light,,
California,CA,Sacramento CA,Yes,38.5666,-121.4683,10/7/2018,{tjd} Came from SE red with twin tail. Then beam with cloud coming closer.,,
California,CA,Sacramento CA,Yes,38.5666,-121.4683,10/28/2018,{rjl} Triangular shaped UFO with 3 lights in each corner,,
California,CA,Sacramento CA,Yes,38.5666,-121.4683,12/8/2018,"{cak} orange northbound light moving at rapid speed made a rapid 90 degree left turn and hovered, then faded out",,
Florida,FL,Safety Harbor FL,Yes,28.008,-82.6965,11/12/2018,{cak} It was mostly hovering with some movement to the left of position,,
Michigan,MI,Saginaw MI,Yes,43.4199,-83.95,11/5/2018,{jpg} Multiple objects in shape of boomerang,,
Arizona,AZ,Sahuarita AZ,Yes,31.9328,-110.9654,3/2/2018,{td} Driving with kids. Strange objects in sky.,,
Vermont,VT,Saint Albans VT,Yes,44.8119,-73.0846,5/24/2018,{rjl} Triangle ufo with three white lights and a pulsing red light.,,
West Virginia,WV,Saint Albans WV,Yes,38.3769,-81.8198,2/2/2018,{td}high altitude white light flashing approx. every 3-4 seconds,,
West Virginia,WV,Saint Albans WV,Yes,38.3769,-81.8198,3/31/2018,"{td} Red light on silent, multi-directional aircraft that hovers and descends straight down.",,
Florida,FL,Saint Augustine FL,Yes,29.8979,-81.31,7/6/2018,{jpg} flying object IN my house seem to be searching for something,,
Florida,FL,Saint Augustine FL,Yes,29.8979,-81.31,11/25/2018,{tjd} Unknown Lights Sighting,,
Idaho,ID,Saint Charles ID,No,42.1123,-111.3902,12/27/2018,"{tjd} Light which resembled a star hovering at tree top level, moving to the right and returning to one point.",,
Illinois,IL,Saint Charles IL,Yes,41.9192,-88.3111,1/3/2018,{rjl} I saw a cigar object fly over our building. It had a light at both ends.,,
Illinois,IL,Saint Charles IL,Yes,41.9192,-88.3111,9/11/2018,"{cak} White disc above tree line, descended and then faded away.",,
Missouri,MO,Saint Clair MO,Yes,38.3496,-90.9868,1/1/2018,{tjd} Seen every night on the ground and in sky,,
Ohio,OH,Saint Clairsville OH,Yes,40.0792,-80.8998,9/8/2018,"{cak} Saw something in large tree. It appeared to have 4 lights, 2 red and 2 white. Saw orange ashes falling from the tree.",,
Florida,FL,Saint Cloud FL,Yes,28.2297,-81.2853,8/8/2018,{jpg}Saw two lights no bigger or brighter than a star moving south to northeast in tandem. One appearing to be in front the other in the back and moving in a perfectly straight line. Possibly on entity with two lights. Lights slowly dimmed out of view.,,
Utah,UT,Saint George UT,Yes,37.0769,-113.5771,2/16/2018,{rjl} Was out walking my dogs and observed it in the sky's moving around .,,
Oregon,OR,Saint Helens OR,Yes,45.8572,-122.8163,1/1/2018,{dr}Made 3 direction changes after traveling off and disappeared. Was bright blue and moved very fast. Visible for 3+ seconds. Over Oregon new,,
Illinois,IL,Saint Jacob IL,Yes,38.7197,-89.7678,12/12/2018,{cak} Object appeared in my headlights looking like a giant walking stick with four legs. It went from the one edge of my headlights to the other edge my headlights in less than a second,,
Missouri,MO,Saint Louis MO,Yes,38.6358,-90.2451,1/19/2018,{rjl} Very flashy lights.. with very loud humming sound,,
Missouri,MO,Saint Louis MO,Yes,38.6358,-90.2451,5/14/2018,{cak} Large star like object over Affton MO,,
Missouri,MO,Saint Louis MO,Yes,38.6358,-90.2451,5/19/2018,"{rjl} taking pics of cloud formations after storm, after closer look.....",,
Missouri,MO,Saint Louis MO,Yes,38.6358,-90.2451,7/10/2018,{cak} I took a picture and days later I looked back at it and to my surprise I saw two Ufos in the sky above some trees. It might be drowns you tell me...,,
Missouri,MO,Saint Louis MO,Yes,38.6358,-90.2451,11/7/2018,"{jpg} went out back door, looked up in sky, saw a strange triangular cloud. it was not moving relative to the other clouds. the best after a minute or two started moving east northeast",,
Missouri,MO,Saint Louis MO,Yes,38.6358,-90.2451,12/12/2018,"{cak} A black triangle with white lights on its corners. Rotated, flipped, made sharp turns. Very fast.",,
Missouri,MO,Saint Louis MO,Yes,38.6358,-90.2451,12/16/2018,"{rjl} Towards lambert airport but not a plane. Hovered 5 minutes on several occasions prior too, always same areas",,
Florida,FL,Saint Lucie FL,Yes,27.4969,-80.3417,1/7/2018,{cak} 3 multi colored objects,,
Minnesota,MN,Saint Paul MN,Yes,44.9477,-93.104,4/2/2018,{jpg} I abruptly saw a very unusual object cross my field of vision. It was rectangular or even sphere. It made zero sound and was quick. While it was snowing.,,
Minnesota,MN,Saint Paul MN,Yes,44.9477,-93.104,11/22/2018,{rjl} Satellite changing direction,,
Oregon,OR,Saint Paul OR,Yes,45.2122,-122.9772,5/23/2018,"{rjl} A thing appeared, landed, scared the hell out of me. Then it teleported away.",,
Minnesota,MN,Saint Peter MN,Yes,44.3295,-93.9643,1/11/2018,{cak} Saw large object flying above trees in the country side with flashing lights and abnormal flight pattern,,
Missouri,MO,Saint Peters MO,Yes,38.7825,-90.6061,1/20/2018,{rjl} Triangle shaped craft with under carriage lights at the apex of each corner.,,
Missouri,MO,Saint Peters MO,Yes,38.7825,-90.6061,2/12/2018,{cak} Square ufo thing with blue Red green lights and hovering,,
Missouri,MO,Saint Peters MO,Yes,38.7825,-90.6061,2/12/2018,"{cak} Saw 3-5 craft spaced about 200 yards between each other, hovering and rotating. Then would move along a set path and the next craft would come in.",,
Missouri,MO,Saint Peters MO,Yes,38.7825,-90.6061,4/19/2018,"{cak} low fire like lights scattered in a localized area that hovered for at least one minute. some tiny, some large, very beautiful. below the cloud line and above roof line of home",,
Florida,FL,Saint Petersburg FL,Yes,27.7931,-82.6652,3/17/2018,"{rjl} White objects with dark bodies got in formation changed moved right over head, daughter saw also, scared her.",,
Florida,FL,Saint Petersburg FL,Yes,27.7931,-82.6652,9/1/2018,Large solid red sphere shape remained perfectly stationary for about 5 minutes then began blinking green very bright and vivid to large and to still to be any known aircraft fell below horizon maintained brightness was at cloud level lots of lightning around,,
Missouri,MO,Saint Thomas MO,Yes,38.367,-92.216,6/13/2018,{cak} I saw a flash of light fall from sky. Then 33 airplanes fly over area.,,
Indiana,IN,Salem IN,No,38.6048,-86.0977,9/27/2018,{dr}looks like large ship or life form,,
New Jersey,NJ,Salem NJ,Yes,39.568,-75.4723,6/2/2018,{jpg} in formation along the edge of a thunderstorm,,
New York,NY,Salem NY,Yes,43.1727,-73.3267,7/7/2018,{dr}Oval with slight disc ridge,,
Oregon,OR,Salem OR,Yes,44.9231,-123.0245,3/31/2018,{cak} Took pic of the cherry trees and later looked at pic and saw the cigar shaped object,,
Oregon,OR,Salem OR,Yes,44.9231,-123.0245,6/16/2018,"{rjl} 3 high-elevation magnitude-3 star like lights, emitting periodic bright flashes & maneuvering",,
Oregon,OR,Salem OR,Yes,44.9231,-123.0245,9/26/2018,{cak} Was trying to photograph the moon and at the edge of the frame observed on computer saw object,,
West Virginia,WV,Salem WV,Yes,39.2849,-80.5645,3/10/2018,{cak} Motionless flashing light at airline altitude,,
California,CA,Salinas CA,Yes,36.6881,-121.6316,5/16/2018,{cak] Triangular shape with between 7 and 9 red lights over the edges,,
California,CA,Salinas CA,Yes,36.6881,-121.6316,9/30/2018,{tjd} Strange Cloud Formation over Laguna Seka during race,,
Ohio,OH,Salineville OH,Yes,40.6207,-80.8345,7/4/2018,"{dr}Similar to jet lights, but bobbed vertical and horizontal very quickly and jerky. It made no sound and was visible for 20 minutes.",,
Utah,UT,Salt Lake City UT,Yes,40.7774,-111.9301,3/6/2018,{jpg} bright white extremely high and fast moving cylinder shape that disappeared when I wasn't looking.,,
Utah,UT,Salt Lake City UT,Yes,40.7774,-111.9301,5/27/2018,{td} I took 3 photos of conjunction of Moon and Jupiter. This disk appeared in all. It wasn't the moon or Jupiter and it moved from right to left.,,
Utah,UT,Salt Lake City UT,Yes,40.7774,-111.9301,7/20/2018,Captured on photo while flying to Salt Lake City from Los Angeles,,
Washington,WA,Sammamish WA,Yes,47.6045,-122.0446,10/4/2018,"{jpg} Silent low flying wedge shaped over the Pine Lake section of Sammamish, WA",,
Texas,TX,San Antonio TX,No,29.4722,-98.5247,1/8/2018,{cak} Thought it was a very low helicopter at first then when it got closer I could see how large it was and the shape was like a large triangle. It was going to slow it would have fallen from sky if it were a plane. There 7-8 all over the neighborhood.,,
Texas,TX,San Antonio TX,No,29.4722,-98.5247,1/31/2018,"{dr}Two round objects traveling North to South at approximately 60 degrees above horizon. Stopped and bottom orb or both, can not yell rotated clockwise to line up with what I think was star Sirius. The bottom object fades out followed by middle object",,
Texas,TX,san Antonio TX,No,29.4722,-98.5247,2/3/2018,"{cak} I saw a red star-ish light, very high up in sky, turned light green then red again, descended a short distance, stopped, then descended quickly until it disappeared below the rooftop across street",,
Texas,TX,San Antonio TX,No,29.4722,-98.5247,3/10/2018,{cak} Low hovering bright sphere,,
Texas,TX,San Antonio TX,No,29.4722,-98.5247,3/25/2018,{td}Two white orbs moving side by side while pulsating from white to red to white at random called attention,,
Texas,TX,San Antonio TX,No,29.4722,-98.5247,6/22/2018,{cak} White color changing cylinder stops & changes directions to chase passenger plane at breakneck speed,,
Texas,TX,San Antonio TX,No,29.4722,-98.5247,7/9/2018,{tjd} Saw meteorites falling it was the tips that were burning white as it was falling then just as it was going to hit the ground .,,
Texas,TX,San Antonio TX,No,29.4722,-98.5247,7/19/2018,{cak} 3 black teardrop UFOs surfing cloud tops and inside clouds/tunnels & ejected to earth drone footage,,
Texas,TX,San Antonio TX,No,29.4722,-98.5247,8/1/2018,{jpg} Organic like UFOs infest the clouds and fly at breakneck speeds & flying worm UFO same time,,
Texas,TX,San Antonio TX,No,29.4722,-98.5247,11/6/2018,"{jpg} Chevron shape plane type object with white light on V point, flying low and slow, photo shows it though as a yellow energy spiral shape!",,
Texas,TX,San Antonio TX,No,29.4722,-98.5247,11/26/2018,{jpg} Cluster of unidentified objects escorting Air Force Fighter Airplanes,,
Texas,TX,San Antonio TX,No,29.4722,-98.5247,12/22/2018,{rjl} Star like light headed north just over morning star in the SE then curved up 30 degrees and stopped,,
California,CA,San Bernardino CA,Yes,34.1412,-117.2936,9/15/2018,"Strange glowing orb like clouds seen above mountains in San Bernardino, ca area.",,
California,CA,San Bernardino CA,Yes,34.1412,-117.2936,9/24/2018,{dr}Observed white cigar object hovering above mountains in San Bernardino then vanish in midair.,,
California,CA,San Diego CA,Yes,32.8312,-117.1225,1/3/2018,{jpg} It was way above our atmosphere but it was massive in size like the size of a small City rectangular shaped completely covered in white lights like a checkerboard,,
California,CA,San Diego CA,Yes,32.8312,-117.1225,2/19/2018,{rjl} Aliens,,
California,CA,San Diego CA,Yes,32.8312,-117.1225,4/10/2018,{td} Looked to be over ocean. 2 lights appear last for awhile disappear come back again. Smaller dim flashing lights flying around it,,
California,CA,San Diego CA,Yes,32.8312,-117.1225,5/4/2018,{jpg} Hot tube looking at sky. Tube was not running. Second time in a year seeing this type of object.,,
California,CA,San Diego CA,Yes,32.8312,-117.1225,8/9/2018,{cak} large white object with a black object pointed up on the left side,,
California,CA,San Diego CA,Yes,32.8312,-117.1225,8/14/2018,{cak} Typical Triangle Sighting - Frequently Visible in the Same Area at about the same Time,,
